iter,CFL,dt_min,dt_avg,R2_rho,R2_rhou,R2_rhov,R2_rhoE,CL,CD,CM
11120,7.2,2.64286e-06,0.00450222,2.31366e-08,1.46491e-08,1.88689e-08,7.63789e-08,6.80915e-16,-0.000104498,-6.16662e-06
11130,7.2,2.64286e-06,0.00450222,2.17889e-08,1.50592e-08,1.96723e-08,6.88157e-08,-4.19135e-16,-0.000107285,-6.33111e-06
11140,7.2,2.64286e-06,0.00450222,2.42424e-08,1.66864e-08,1.58784e-08,7.93884e-08,5.52466e-15,-0.000122115,-7.20626e-06
11150,7.2,2.64286e-06,0.00450222,2.41048e-08,1.82927e-08,1.42992e-08,7.90911e-08,-7.00553e-15,-0.000107242,-6.32859e-06
11160,7.2,2.64286e-06,0.00450222,2.37023e-08,1.49783e-08,1.52974e-08,7.82916e-08,-1.0334e-15,-0.000106096,-6.26094e-06
11170,7.2,2.64287e-06,0.00450222,1.99877e-08,1.37397e-08,2.17902e-08,6.29001e-08,6.16495e-15,-0.000109895,-6.48511e-06
11180,7.2,2.64286e-06,0.00450222,2.42316e-08,1.36601e-08,1.60446e-08,7.97682e-08,-9.61942e-16,-0.000105709,-6.2381e-06
11190,7.2,2.64286e-06,0.00450222,2.47819e-08,1.65589e-08,1.35493e-08,8.18188e-08,-8.94047e-16,-0.000120195,-7.09293e-06
11200,7.2,2.64286e-06,0.00450222,2.28183e-08,1.66751e-08,1.58913e-08,7.37448e-08,2.16642e-15,-0.0001104,-6.51496e-06
11210,7.2,2.64286e-06,0.00450222,2.14114e-08,1.52167e-08,1.84572e-08,6.88917e-08,-2.42089e-15,-0.000102798,-6.0663e-06
11220,7.2,2.64287e-06,0.00450222,2.11471e-08,1.57859e-08,1.83491e-08,6.86455e-08,-3.5712e-16,-0.000112134,-6.61725e-06
11230,7.2,2.64286e-06,0.00450222,2.47872e-08,1.39585e-08,1.25052e-08,8.39828e-08,2.77356e-15,-0.000106697,-6.29642e-06
11240,7.2,2.64286e-06,0.00450222,2.1284e-08,1.45268e-08,1.84909e-08,6.91389e-08,7.50985e-15,-0.000115531,-6.81774e-06
11250,7.2,2.64286e-06,0.00450222,2.1598e-08,1.46331e-08,1.73409e-08,6.90997e-08,-5.12602e-15,-0.000116082,-6.85024e-06
11260,7.2,2.64286e-06,0.00450222,2.25273e-08,1.65181e-08,1.51766e-08,7.31927e-08,3.45643e-15,-9.98295e-05,-5.89115e-06
11270,7.2,2.64287e-06,0.00450222,2.32151e-08,1.65483e-08,1.31962e-08,7.69982e-08,-1.28004e-15,-0.000110243,-6.50569e-06
11280,7.2,2.64286e-06,0.00450222,2.17995e-08,1.35697e-08,1.61016e-08,7.14163e-08,-8.75514e-16,-0.000112034,-6.61138e-06
11290,7.2,2.64286e-06,0.00450222,1.92313e-08,1.27055e-08,2.06794e-08,6.06187e-08,1.94028e-15,-0.00011097,-6.54855e-06
11300,7.2,2.64286e-06,0.00450222,2.35385e-08,1.34951e-08,1.40692e-08,7.77374e-08,6.17475e-15,-0.000117085,-6.90942e-06
11310,7.2,2.64286e-06,0.00450222,2.31041e-08,1.66483e-08,1.25051e-08,7.57142e-08,-1.72145e-16,-0.000101588,-5.99491e-06
11320,7.2,2.64286e-06,0.00450222,2.17915e-08,1.54014e-08,1.48992e-08,7.12353e-08,6.17119e-16,-0.00010731,-6.33256e-06
11330,7.2,2.64286e-06,0.00450222,1.94766e-08,1.43594e-08,1.84833e-08,6.20997e-08,-5.77718e-15,-0.000115391,-6.80946e-06
11340,7.2,2.64286e-06,0.00450222,2.05864e-08,1.40723e-08,1.69893e-08,6.76254e-08,-6.19364e-15,-0.000108895,-6.4261e-06
11350,7.2,2.64286e-06,0.00450222,2.34176e-08,1.32826e-08,1.2544e-08,7.92109e-08,2.19048e-15,-0.000115643,-6.82434e-06
11360,7.2,2.64286e-06,0.00450222,1.99736e-08,1.4431e-08,1.72742e-08,6.39393e-08,-3.182e-15,-0.000106422,-6.28021e-06
11370,7.2,2.64286e-06,0.00450222,2.09822e-08,1.41179e-08,1.56475e-08,6.77606e-08,-4.02686e-15,-0.000101995,-6.01893e-06
11380,7.2,2.64286e-06,0.00450222,2.09394e-08,1.59761e-08,1.46773e-08,6.7674e-08,6.48233e-15,-0.000117679,-6.94446e-06
11390,7.2,2.64286e-06,0.00450222,2.23769e-08,1.46894e-08,1.20902e-08,7.48115e-08,4.38363e-15,-0.000111253,-6.56526e-06
11400,7.2,2.64286e-06,0.00450222,1.98883e-08,1.24974e-08,1.69767e-08,6.45069e-08,-9.01834e-15,-0.000110601,-6.52677e-06
11410,7.2,2.64287e-06,0.00450222,1.88834e-08,1.1967e-08,1.88533e-08,5.97559e-08,-2.35567e-15,-0.00011019,-6.50254e-06
11420,7.2,2.64286e-06,0.00450222,2.24732e-08,1.36361e-08,1.26496e-08,7.43103e-08,4.93071e-15,-0.000101361,-5.98155e-06
11430,7.2,2.64286e-06,0.00450222,2.16408e-08,1.63074e-08,1.14554e-08,7.06929e-08,7.52535e-15,-0.000116087,-6.85053e-06
11440,7.2,2.64286e-06,0.00450222,2.06325e-08,1.40143e-08,1.42903e-08,6.79823e-08,4.87333e-15,-0.00011415,-6.7362e-06
11450,7.2,2.64286e-06,0.00450222,1.76747e-08,1.33339e-08,1.85571e-08,5.58722e-08,-5.42095e-16,-0.000107153,-6.32334e-06
11460,7.2,2.64287e-06,0.00450222,2.03262e-08,1.26438e-08,1.51088e-08,6.73863e-08,5.00271e-15,-0.000112003,-6.60954e-06
11470,7.2,2.64286e-06,0.00450222,2.17989e-08,1.30968e-08,1.28074e-08,7.33171e-08,-2.1666e-15,-0.000103231,-6.09188e-06
11480,7.2,2.64286e-06,0.00450222,1.91389e-08,1.41193e-08,1.56238e-08,6.09384e-08,1.08326e-14,-0.0001112,-6.56217e-06
11490,7.2,2.64286e-06,0.00450222,1.98863e-08,1.35783e-08,1.46165e-08,6.43287e-08,-7.55761e-16,-0.000119019,-7.02354e-06
11500,7.2,2.64286e-06,0.00450222,1.97107e-08,1.49956e-08,1.41468e-08,6.39037e-08,-4.14234e-15,-0.000105544,-6.22835e-06
11510,7.2,2.64287e-06,0.00450222,2.14016e-08,1.30246e-08,1.12873e-08,7.17157e-08,-2.49913e-15,-0.0001093,-6.45003e-06
11520,7.2,2.64286e-06,0.00450222,1.81832e-08,1.17111e-08,1.73782e-08,5.83645e-08,-1.23402e-14,-0.00010786,-6.36505e-06
11530,7.2,2.64286e-06,0.00450222,1.86456e-08,1.15122e-08,1.67619e-08,5.93824e-08,-5.1875e-16,-0.000108121,-6.38045e-06
11540,7.2,2.64286e-06,0.00450222,2.11396e-08,1.38759e-08,1.1557e-08,6.97436e-08,4.25728e-16,-0.000119456,-7.04933e-06
11550,7.2,2.64286e-06,0.00450222,2.0426e-08,1.54518e-08,1.06437e-08,6.70197e-08,1.53754e-15,-0.000107029,-6.316e-06
11560,7.2,2.64286e-06,0.00450222,1.92598e-08,1.27098e-08,1.40891e-08,6.35395e-08,-8.33279e-16,-0.000106297,-6.27282e-06
11570,7.2,2.64286e-06,0.00450222,1.62939e-08,1.22019e-08,1.82459e-08,5.13198e-08,-2.49093e-15,-0.000111359,-6.57152e-06
11580,7.2,2.64286e-06,0.00450222,2.00518e-08,1.16952e-08,1.31783e-08,6.68799e-08,-1.27775e-14,-0.00010665,-6.29365e-06
11590,7.2,2.64286e-06,0.00450222,2.01319e-08,1.31479e-08,1.27586e-08,6.69991e-08,2.98277e-15,-0.000117215,-6.9171e-06
11600,7.2,2.64286e-06,0.00450222,1.8527e-08,1.34854e-08,1.40078e-08,5.92731e-08,6.25619e-15,-0.000111865,-6.60137e-06
11610,7.2,2.64286e-06,0.00450222,1.84599e-08,1.30272e-08,1.41203e-08,5.93685e-08,-1.07421e-14,-0.00010193,-6.01508e-06
11620,7.2,2.64287e-06,0.00450222,1.88887e-08,1.36757e-08,1.33387e-08,6.18762e-08,6.19542e-15,-0.000112322,-6.62838e-06
11630,7.2,2.64286e-06,0.00450222,2.02174e-08,1.17543e-08,1.10908e-08,6.7603e-08,2.30524e-15,-0.000109554,-6.46504e-06
11640,7.2,2.64286e-06,0.00450222,1.68397e-08,1.11737e-08,1.7043e-08,5.34859e-08,9.50181e-16,-0.000113074,-6.67271e-06
11650,7.2,2.64286e-06,0.00450222,1.82846e-08,1.12623e-08,1.48396e-08,5.87247e-08,2.95158e-15,-0.0001144,-6.75099e-06
11660,7.2,2.64286e-06,0.00450222,1.96936e-08,1.39907e-08,1.06704e-08,6.46439e-08,5.79535e-15,-0.000101572,-5.99397e-06
11670,7.2,2.64286e-06,0.00450222,1.94179e-08,1.41766e-08,1.00571e-08,6.43534e-08,3.66368e-15,-0.000110842,-6.54101e-06
11680,7.2,2.64286e-06,0.00450222,1.76879e-08,1.15828e-08,1.42875e-08,5.80577e-08,-2.03704e-15,-0.000112747,-6.65341e-06
11690,7.2,2.64286e-06,0.00450222,1.55179e-08,1.11275e-08,1.72896e-08,4.90118e-08,3.28055e-15,-0.000109607,-6.46813e-06
11700,7.2,2.64286e-06,0.00450222,1.95345e-08,1.12354e-08,1.16676e-08,6.53697e-08,3.71002e-15,-0.000115479,-6.81465e-06
11710,7.2,2.64286e-06,0.00450222,1.86399e-08,1.31637e-08,1.22183e-08,6.12128e-08,-5.47192e-15,-0.000104109,-6.14367e-06
11720,7.2,2.64286e-06,0.00450222,1.78565e-08,1.25885e-08,1.27574e-08,5.76085e-08,-5.22938e-15,-0.000106143,-6.26375e-06
11730,7.2,2.64286e-06,0.00450222,1.69626e-08,1.24024e-08,1.39638e-08,5.40874e-08,1.5089e-14,-0.000116573,-6.87923e-06
11740,7.2,2.64286e-06,0.00450222,1.8352e-08,1.22445e-08,1.21484e-08,6.07808e-08,-4.02811e-15,-0.000109227,-6.44571e-06
11750,7.2,2.64286e-06,0.00450222,1.88633e-08,1.09279e-08,1.14143e-08,6.27967e-08,-6.27704e-15,-0.000112522,-6.64014e-06
11760,7.2,2.64286e-06,0.00450222,1.58961e-08,1.08134e-08,1.60465e-08,5.00641e-08,-3.38587e-16,-0.000107743,-6.35816e-06
11770,7.2,2.64286e-06,0.00450222,1.76794e-08,1.11486e-08,1.33115e-08,5.72178e-08,-6.98932e-15,-0.000103996,-6.13701e-06
11780,7.2,2.64286e-06,0.00450222,1.83045e-08,1.37905e-08,1.00298e-08,5.98373e-08,3.41046e-15,-0.000116901,-6.8986e-06
11790,7.2,2.64286e-06,0.00450222,1.85153e-08,1.26996e-08,9.59724e-09,6.1978e-08,-3.57013e-15,-0.000110817,-6.53954e-06
11800,7.2,2.64286e-06,0.00450222,1.60419e-08,1.06388e-08,1.46701e-08,5.21456e-08,1.20466e-15,-0.000109123,-6.43959e-06
11810,7.2,2.64287e-06,0.00450222,1.52885e-08,1.02762e-08,1.57298e-08,4.86608e-08,-4.56825e-15,-0.000111079,-6.55499e-06
11820,7.2,2.64286e-06,0.00450222,1.8702e-08,1.11404e-08,1.07198e-08,6.25739e-08,1.22087e-15,-0.000103323,-6.09731e-06
11830,7.2,2.64286e-06,0.00450222,1.7455e-08,1.29312e-08,1.13343e-08,5.67487e-08,-1.29898e-14,-0.000114148,-6.73613e-06
11840,7.2,2.64286e-06,0.00450222,1.69541e-08,1.15966e-08,1.20087e-08,5.49626e-08,5.31331e-15,-0.000115305,-6.80439e-06
11850,7.2,2.64286e-06,0.00450222,1.56626e-08,1.16331e-08,1.38789e-08,4.97439e-08,3.51649e-15,-0.000105861,-6.2471e-06
11860,7.2,2.64287e-06,0.00450222,1.79081e-08,1.09589e-08,1.0726e-08,5.97243e-08,-1.13157e-14,-0.000110963,-6.54816e-06
11870,7.2,2.64286e-06,0.00450222,1.74512e-08,1.04807e-08,1.18096e-08,5.7747e-08,-1.26471e-15,-0.000106203,-6.26727e-06
11880,7.2,2.64286e-06,0.00450222,1.52669e-08,1.0515e-08,1.46901e-08,4.79798e-08,6.02363e-15,-0.000110982,-6.54929e-06
11890,7.2,2.64286e-06,0.00450222,1.68122e-08,1.11121e-08,1.21884e-08,5.46071e-08,1.57621e-15,-0.000117208,-6.91671e-06
11900,7.2,2.64286e-06,0.00450222,1.71167e-08,1.3182e-08,9.62207e-09,5.60428e-08,-1.98946e-15,-0.000105571,-6.22996e-06
11910,7.2,2.64287e-06,0.00450222,1.7595e-08,1.12707e-08,9.32749e-09,5.92307e-08,-5.5031e-15,-0.000109169,-6.44231e-06
11920,7.2,2.64286e-06,0.00450222,1.45342e-08,9.86886e-09,1.48699e-08,4.66492e-08,8.39e-15,-0.000109767,-6.47756e-06
11930,7.2,2.64286e-06,0.00450222,1.53291e-08,9.71792e-09,1.38669e-08,4.92858e-08,6.36543e-16,-0.000107873,-6.36584e-06
11940,7.2,2.64286e-06,0.00450222,1.76269e-08,1.12303e-08,1.01143e-08,5.8705e-08,-3.14351e-16,-0.000117486,-6.93309e-06
11950,7.2,2.64286e-06,0.00450222,1.65606e-08,1.23548e-08,1.03778e-08,5.37591e-08,-2.00247e-15,-0.000108468,-6.40093e-06
11960,7.2,2.64286e-06,0.00450222,1.57999e-08,1.06675e-08,1.17569e-08,5.11158e-08,1.03891e-14,-0.000104953,-6.19351e-06
11970,7.2,2.64286e-06,0.00450222,1.47391e-08,1.07164e-08,1.35721e-08,4.70311e-08,1.26168e-15,-0.00011246,-6.63648e-06
11980,7.2,2.64286e-06,0.00450222,1.73924e-08,1.00031e-08,9.42272e-09,5.81709e-08,2.03687e-16,-0.000108376,-6.39548e-06
11990,7.2,2.64286e-06,0.00450222,1.61135e-08,1.02915e-08,1.18699e-08,5.28819e-08,-3.21586e-15,-0.000114779,-6.77333e-06
12000,7.2,2.64286e-06,0.00450222,1.47892e-08,1.01801e-08,1.33203e-08,4.675e-08,4.36991e-15,-0.000111249,-6.56502e-06
12010,7.2,2.64286e-06,0.00450222,1.57429e-08,1.10608e-08,1.14202e-08,5.10453e-08,-7.48276e-16,-0.000103185,-6.08915e-06
12020,7.2,2.64286e-06,0.00450222,1.6208e-08,1.22044e-08,9.26283e-09,5.35148e-08,-8.03698e-16,-0.000112662,-6.64843e-06
12030,7.2,2.64286e-06,0.00450222,1.65639e-08,1.00794e-08,9.41658e-09,5.57793e-08,-1.78043e-15,-0.000110429,-6.51668e-06
12040,7.2,2.64286e-06,0.00450222,1.33883e-08,9.28158e-09,1.45901e-08,4.24025e-08,1.94491e-15,-0.000111132,-6.55812e-06
12050,7.2,2.64286e-06,0.00450222,1.53217e-08,9.41707e-09,1.20932e-08,4.97559e-08,7.31686e-15,-0.000114054,-6.73057e-06
12060,7.2,2.64286e-06,0.00450222,1.64679e-08,1.1311e-08,9.5706e-09,5.43913e-08,-4.17798e-15,-0.000103276,-6.09453e-06
12070,7.2,2.64286e-06,0.00450222,1.58246e-08,1.14691e-08,9.56435e-09,5.1664e-08,-3.53966e-15,-0.000109682,-6.47258e-06
12080,7.2,2.64286e-06,0.00450222,1.44961e-08,9.85609e-09,1.18922e-08,4.65217e-08,-2.51819e-15,-0.000114325,-6.74656e-06
12090,7.2,2.64286e-06,0.00450222,1.42116e-08,9.746e-09,1.28499e-08,4.58056e-08,8.56909e-15,-0.000108984,-6.43139e-06
12100,7.2,2.64286e-06,0.00450222,1.67154e-08,9.43791e-09,8.55504e-09,5.59382e-08,-2.45743e-15,-0.000113286,-6.68525e-06
12110,7.2,2.64286e-06,0.00450222,1.49547e-08,1.0207e-08,1.14684e-08,4.85965e-08,-3.51471e-15,-0.000105758,-6.241e-06
12120,7.2,2.64286e-06,0.00450222,1.42959e-08,9.78151e-09,1.21692e-08,4.56524e-08,3.22031e-15,-0.000107182,-6.32503e-06
12130,7.2,2.64286e-06,0.00450222,1.45897e-08,1.08702e-08,1.09709e-08,4.708e-08,4.26477e-15,-0.000116018,-6.84647e-06
12140,7.2,2.64286e-06,0.00450222,1.55565e-08,1.101e-08,8.74945e-09,5.19392e-08,9.78943e-15,-0.000108943,-6.42895e-06
12150,7.2,2.64286e-06,0.00450222,1.54009e-08,9.20653e-09,9.84786e-09,5.16498e-08,-1.70933e-15,-0.00011096,-6.54797e-06
12160,7.2,2.64286e-06,0.00450222,1.27149e-08,8.87012e-09,1.37558e-08,3.98949e-08,2.78871e-15,-0.000109391,-6.4554e-06
12170,7.2,2.64286e-06,0.00450222,1.50598e-08,9.29438e-09,1.06859e-08,4.92591e-08,1.28805e-15,-0.000104728,-6.18021e-06
12180,7.2,2.64286e-06,0.00450222,1.53905e-08,1.12073e-08,8.97947e-09,5.04251e-08,-3.12462e-15,-0.000115593,-6.8214e-06
12190,7.2,2.64286e-06,0.00450222,1.50892e-08,1.04092e-08,9.00607e-09,4.96028e-08,-1.54592e-15,-0.000111952,-6.60651e-06
12200,7.2,2.64286e-06,0.00450222,1.32095e-08,9.12546e-09,1.21869e-08,4.19718e-08,-3.01199e-15,-0.000107423,-6.33928e-06
12210,7.2,2.64286e-06,0.00450222,1.39521e-08,8.87066e-09,1.17136e-08,4.54007e-08,1.28237e-14,-0.000111043,-6.55287e-06
12220,7.2,2.64286e-06,0.00450222,1.5867e-08,9.21185e-09,8.12852e-09,5.30509e-08,-4.43834e-15,-0.000105645,-6.2343e-06
12230,7.2,2.64286e-06,0.00450222,1.40197e-08,1.00674e-08,1.07338e-08,4.52092e-08,1.21713e-15,-0.000113341,-6.68849e-06
12240,7.2,2.64286e-06,0.00450222,1.367e-08,9.35379e-09,1.13136e-08,4.40246e-08,-4.87868e-15,-0.000114279,-6.74384e-06
12250,7.2,2.64286e-06,0.00450222,1.35053e-08,1.04393e-08,1.07378e-08,4.34577e-08,-1.1258e-14,-0.000105795,-6.24317e-06
12260,7.2,2.64287e-06,0.00450222,1.50482e-08,9.80536e-09,8.06601e-09,5.06852e-08,3.6145e-15,-0.000110851,-6.54156e-06
12270,7.2,2.64286e-06,0.00450222,1.41702e-08,8.64143e-09,1.0332e-08,4.71404e-08,9.79798e-15,-0.000108216,-6.38603e-06
12280,7.2,2.64286e-06,0.00450222,1.24289e-08,8.57708e-09,1.25205e-08,3.8967e-08,-2.48202e-15,-0.000109814,-6.48036e-06
12290,7.2,2.64286e-06,0.00450222,1.44923e-08,9.26739e-09,9.69367e-09,4.75126e-08,2.82007e-15,-0.000116361,-6.86672e-06
12300,7.2,2.64286e-06,0.00450222,1.44963e-08,1.0811e-08,8.3667e-09,4.73755e-08,8.83052e-15,-0.000106513,-6.28555e-06
12310,7.2,2.64286e-06,0.00450222,1.42488e-08,9.34613e-09,8.76436e-09,4.69798e-08,-2.57629e-15,-0.000107867,-6.36543e-06
12320,7.2,2.64286e-06,0.00450222,1.2109e-08,8.42974e-09,1.23501e-08,3.81974e-08,1.77188e-15,-0.000111366,-6.57196e-06
12330,7.2,2.64286e-06,0.00450222,1.37734e-08,8.2163e-09,1.03508e-08,4.51285e-08,3.22014e-16,-0.000108587,-6.40794e-06
12340,7.2,2.64286e-06,0.00450222,1.48979e-08,9.20415e-09,7.86796e-09,4.96614e-08,-3.77577e-15,-0.00011539,-6.80942e-06
12350,7.2,2.64286e-06,0.00450222,1.32849e-08,9.75424e-09,9.90132e-09,4.27993e-08,9.37172e-16,-0.000108575,-6.40722e-06
12360,7.2,2.64286e-06,0.00450222,1.28663e-08,8.93204e-09,1.07514e-08,4.15384e-08,-2.39719e-15,-0.000105622,-6.23297e-06
12370,7.2,2.64286e-06,0.00450222,1.26356e-08,9.75118e-09,1.05036e-08,4.07988e-08,-6.17511e-15,-0.000112905,-6.66274e-06
12380,7.2,2.64286e-06,0.00450222,1.45351e-08,8.78048e-09,7.41963e-09,4.91687e-08,3.9178e-15,-0.000109061,-6.43591e-06
12390,7.2,2.64286e-06,0.00450222,1.29991e-08,8.31927e-09,1.05368e-08,4.27237e-08,2.24305e-15,-0.000112635,-6.64684e-06
12400,7.2,2.64286e-06,0.00450222,1.23033e-08,8.31961e-09,1.1167e-08,3.88545e-08,-1.07157e-14,-0.000111919,-6.60455e-06
12410,7.2,2.64286e-06,0.00450222,1.36936e-08,9.24615e-09,9.00728e-09,4.47612e-08,6.001e-15,-0.000103912,-6.13204e-06
12420,7.2,2.64286e-06,0.00450222,1.37915e-08,1.01156e-08,7.76491e-09,4.52834e-08,4.16907e-15,-0.000111934,-6.60547e-06
12430,7.2,2.64286e-06,0.00450222,1.32782e-08,8.41067e-09,8.85827e-09,4.36773e-08,-7.61642e-16,-0.00011197,-6.60759e-06
12440,7.2,2.64286e-06,0.00450222,1.13061e-08,7.77658e-09,1.21517e-08,3.55773e-08,2.84537e-15,-0.000109878,-6.48414e-06
12450,7.2,2.64286e-06,0.00450222,1.35191e-08,7.83132e-09,9.02836e-09,4.45212e-08,2.68071e-15,-0.000112808,-6.65704e-06
12460,7.2,2.64286e-06,0.00450222,1.38932e-08,9.26106e-09,7.52799e-09,4.60586e-08,-6.25441e-15,-0.000104874,-6.18881e-06
12470,7.2,2.64286e-06,0.00450222,1.26724e-08,9.23318e-09,9.16111e-09,4.10812e-08,-1.09488e-15,-0.000109995,-6.49105e-06
12480,7.2,2.64286e-06,0.00450222,1.1913e-08,8.50708e-09,1.04616e-08,3.82982e-08,1.40692e-15,-0.000114192,-6.73869e-06
12490,7.2,2.64286e-06,0.00450222,1.20582e-08,8.89098e-09,1.00441e-08,3.92955e-08,9.80297e-16,-0.000108478,-6.40152e-06
12500,7.2,2.64286e-06,0.00450222,1.39051e-08,8.04908e-09,7.06613e-09,4.70537e-08,8.97932e-15,-0.000112035,-6.6114e-06
12510,7.2,2.64286e-06,0.00450222,1.20213e-08,8.13868e-09,1.03002e-08,3.89302e-08,-1.90072e-15,-0.000107734,-6.35762e-06
12520,7.2,2.64286e-06,0.00450222,1.21122e-08,8.04654e-09,9.96411e-09,3.86381e-08,-1.01184e-15,-0.000106891,-6.30785e-06
12530,7.2,2.64286e-06,0.00450222,1.28064e-08,9.12851e-09,8.50462e-09,4.16232e-08,1.26435e-15,-0.000115541,-6.81833e-06
12540,7.2,2.64286e-06,0.00450222,1.32066e-08,9.21196e-09,7.17665e-09,4.37203e-08,-2.89973e-15,-0.000109659,-6.47123e-06
12550,7.2,2.64286e-06,0.00450222,1.2222e-08,7.65488e-09,9.19042e-09,3.99499e-08,-2.37884e-15,-0.000109249,-6.44704e-06
12560,7.2,2.64286e-06,0.00450222,1.0812e-08,7.21985e-09,1.15204e-08,3.40718e-08,-3.69238e-15,-0.000110112,-6.49795e-06
12570,7.2,2.64286e-06,0.00450222,1.31049e-08,7.68509e-09,7.9446e-09,4.33249e-08,-3.02821e-15,-0.000106247,-6.26983e-06
12580,7.2,2.64286e-06,0.00450222,1.29428e-08,9.22975e-09,7.06835e-09,4.26463e-08,-5.02979e-15,-0.000114615,-6.76368e-06
12590,7.2,2.64286e-06,0.00450222,1.20831e-08,8.5586e-09,8.5962e-09,3.95185e-08,2.67466e-15,-0.000111552,-6.58291e-06
12600,7.2,2.64286e-06,0.00450222,1.09055e-08,8.03707e-09,1.03649e-08,3.47737e-08,1.13747e-14,-0.00010703,-6.31606e-06
12610,7.2,2.64286e-06,0.00450222,1.17398e-08,8.00923e-09,9.26923e-09,3.86611e-08,1.45664e-15,-0.00011132,-6.5692e-06
12620,7.2,2.64286e-06,0.00450222,1.3126e-08,7.62415e-09,7.04163e-09,4.42851e-08,3.94881e-15,-0.000107304,-6.33226e-06
12630,7.2,2.64286e-06,0.00450222,1.13046e-08,7.97794e-09,9.67357e-09,3.61483e-08,2.46152e-15,-0.00011173,-6.59339e-06
12640,7.2,2.64286e-06,0.00450222,1.1726e-08,7.75857e-09,9.05671e-09,3.76816e-08,6.37844e-15,-0.000114382,-6.74994e-06
12650,7.2,2.64286e-06,0.00450222,1.19783e-08,8.82997e-09,8.0973e-09,3.87986e-08,-7.1677e-15,-0.000106022,-6.25655e-06
12660,7.2,2.64286e-06,0.00450222,1.26465e-08,8.25179e-09,6.64293e-09,4.2148e-08,9.38419e-16,-0.000109973,-6.48975e-06
12670,7.2,2.64286e-06,0.00450222,1.11683e-08,7.07228e-09,9.54162e-09,3.62034e-08,-5.07292e-15,-0.000109923,-6.48676e-06
12680,7.2,2.64286e-06,0.00450222,1.0541e-08,6.80486e-09,1.05552e-08,3.33617e-08,5.59951e-15,-0.000109695,-6.47333e-06
12690,7.2,2.64286e-06,0.00450222,1.25189e-08,7.69816e-09,7.13707e-09,4.14641e-08,3.94079e-15,-0.000114864,-6.77839e-06
12700,7.2,2.64286e-06,0.00450222,1.21147e-08,8.99935e-09,6.58679e-09,3.98054e-08,-2.32662e-15,-0.00010692,-6.30956e-06
12710,7.2,2.64286e-06,0.00450222,1.14334e-08,7.83384e-09,8.23062e-09,3.76154e-08,-4.90523e-15,-0.000108059,-6.37681e-06
12720,7.2,2.64286e-06,0.00450222,9.9877e-09,7.49539e-09,1.02897e-08,3.16121e-08,-3.45715e-17,-0.000112126,-6.61677e-06
12730,7.2,2.64286e-06,0.00450222,1.15545e-08,7.25764e-09,8.27416e-09,3.8358e-08,3.54803e-15,-0.000108726,-6.41614e-06
12740,7.2,2.64286e-06,0.00450222,1.22461e-08,7.43609e-09,7.12444e-09,4.10472e-08,-1.3882e-15,-0.000113563,-6.70161e-06
12750,7.2,2.64286e-06,0.00450222,1.08084e-08,7.73404e-09,8.85047e-09,3.43843e-08,2.37741e-15,-0.000109759,-6.47712e-06
12760,7.2,2.64286e-06,0.00450222,1.11288e-08,7.47729e-09,8.45689e-09,3.58168e-08,-3.48513e-15,-0.00010552,-6.22696e-06
12770,7.2,2.64286e-06,0.00450222,1.13077e-08,8.32456e-09,7.69328e-09,3.67358e-08,5.38887e-16,-0.000112817,-6.65758e-06
12780,7.2,2.64286e-06,0.00450222,1.20382e-08,7.38686e-09,6.28641e-09,4.02325e-08,-2.12686e-15,-0.000110187,-6.50236e-06
12790,7.2,2.64286e-06,0.00450222,1.02186e-08,6.63838e-09,9.68407e-09,3.28193e-08,2.65844e-15,-0.000111145,-6.55887e-06
12800,7.2,2.64286e-06,0.00450222,1.03605e-08,6.53262e-09,9.45783e-09,3.30216e-08,-2.46152e-15,-0.000111503,-6.58001e-06
12810,7.2,2.64286e-06,0.00450222,1.18046e-08,7.76736e-09,6.53202e-09,3.90504e-08,2.5034e-15,-0.000105137,-6.20438e-06
12820,7.2,2.64286e-06,0.00450222,1.14328e-08,8.53289e-09,6.17355e-09,3.76858e-08,2.38311e-15,-0.000111912,-6.60418e-06
12830,7.2,2.64286e-06,0.00450222,1.06813e-08,7.15183e-09,8.08459e-09,3.51412e-08,-4.52263e-15,-0.000112168,-6.61928e-06
12840,7.2,2.64286e-06,0.00450222,9.30263e-09,6.90721e-09,1.0038e-08,2.93747e-08,3.54179e-15,-0.000108997,-6.43211e-06
12850,7.2,2.64286e-06,0.00450222,1.13543e-08,6.7308e-09,7.27969e-09,3.78772e-08,2.98901e-15,-0.000112208,-6.62161e-06
12860,7.2,2.64286e-06,0.00450222,1.13627e-08,7.36981e-09,7.07202e-09,3.77018e-08,1.83585e-15,-0.000106625,-6.29215e-06
12870,7.2,2.64286e-06,0.00450222,1.04129e-08,7.36417e-09,8.05313e-09,3.32224e-08,-1.52025e-15,-0.000109176,-6.44269e-06
12880,7.2,2.64286e-06,0.00450222,1.03904e-08,7.20009e-09,8.10655e-09,3.33102e-08,2.35852e-15,-0.00011441,-6.75156e-06
12890,7.2,2.64286e-06,0.00450222,1.08166e-08,7.6599e-09,7.19568e-09,3.54435e-08,-4.3667e-15,-0.000108594,-6.40836e-06
12900,7.2,2.64286e-06,0.00450222,1.13509e-08,6.71437e-09,6.21632e-09,3.79084e-08,-3.25845e-15,-0.000110684,-6.53167e-06
12910,7.2,2.64286e-06,0.00450222,9.45363e-09,6.32759e-09,9.49598e-09,3.00733e-08,-3.94489e-15,-0.000108829,-6.42224e-06
