iter,CFL,dt_min,dt_avg,R2_rho,R2_rhou,R2_rhov,R2_rhoE,CL,CD,CM
5740,7.2,2.64291e-06,0.00450222,2.85047e-07,1.68147e-07,2.74708e-07,9.07155e-07,3.08132e-15,-8.72389e-05,-5.14815e-06
5750,7.2,2.64284e-06,0.00450221,3.42986e-07,1.77802e-07,1.95352e-07,1.14682e-06,-8.36487e-16,-4.19484e-05,-2.47547e-06
5760,7.2,2.64282e-06,0.00450222,2.90267e-07,2.30465e-07,2.55054e-07,9.19775e-07,-2.39167e-15,-0.000246671,-1.45565e-05
5770,7.2,2.64287e-06,0.00450222,3.15104e-07,2.30976e-07,2.03436e-07,1.0308e-06,3.5115e-15,-0.000211129,-1.24592e-05
5780,7.2,2.64286e-06,0.00450222,2.86377e-07,2.53035e-07,2.30832e-07,9.32399e-07,-1.01972e-14,1.37938e-05,8.14e-07
5790,7.2,2.64293e-06,0.00450222,3.19789e-07,2.32515e-07,2.0878e-07,1.08374e-06,-6.55486e-15,-3.76821e-05,-2.2237e-06
5800,7.2,2.64283e-06,0.00450221,3.22368e-07,1.80368e-07,2.15318e-07,1.07575e-06,8.92318e-15,-7.85815e-05,-4.63726e-06
5810,7.2,2.64283e-06,0.00450222,2.69178e-07,1.94978e-07,2.94511e-07,8.63088e-07,4.01546e-15,-0.000240206,-1.41751e-05
5820,7.2,2.64286e-06,0.00450222,3.1465e-07,2.04691e-07,2.17672e-07,1.02357e-06,2.03954e-15,-0.000216845,-1.27965e-05
5830,7.2,2.64287e-06,0.00450222,3.0831e-07,2.50426e-07,1.73463e-07,9.87925e-07,-3.19804e-15,4.04172e-05,2.3851e-06
5840,7.2,2.64292e-06,0.00450222,2.99582e-07,2.19622e-07,2.05189e-07,9.92518e-07,2.75556e-15,-2.68558e-05,-1.58482e-06
5850,7.2,2.64285e-06,0.00450221,2.90977e-07,1.70642e-07,2.1742e-07,9.39643e-07,-2.94588e-15,-0.000172699,-1.01913e-05
5860,7.2,2.64281e-06,0.00450221,2.8445e-07,1.53834e-07,2.48069e-07,9.20922e-07,-8.32299e-15,-0.000137205,-8.09677e-06
5870,7.2,2.64286e-06,0.00450222,3.2297e-07,1.85931e-07,1.89667e-07,1.08117e-06,3.41866e-15,-0.000228538,-1.34865e-05
5880,7.2,2.64289e-06,0.00450222,2.79206e-07,2.35014e-07,2.14391e-07,8.77188e-07,6.99253e-15,-2.4924e-05,-1.47082e-06
5890,7.2,2.64288e-06,0.00450222,2.94392e-07,2.15499e-07,2.02124e-07,9.7349e-07,-6.68976e-15,2.60548e-05,1.53755e-06
5900,7.2,2.64288e-06,0.00450222,2.67156e-07,2.37667e-07,2.36158e-07,8.65866e-07,-2.97368e-15,-0.000163821,-9.66744e-06
5910,7.2,2.6428e-06,0.00450221,3.09578e-07,1.921e-07,1.93474e-07,1.04723e-06,8.65837e-15,-0.000180919,-1.06764e-05
5920,7.2,2.64287e-06,0.00450222,2.9974e-07,1.72258e-07,2.22788e-07,1.00311e-06,6.71096e-15,-0.000204679,-1.20785e-05
5930,7.2,2.64289e-06,0.00450222,2.55406e-07,1.97379e-07,2.5919e-07,8.01312e-07,-3.8524e-15,-2.91214e-05,-1.71852e-06
5940,7.2,2.64288e-06,0.00450222,3.04813e-07,2.0384e-07,1.89443e-07,1.00685e-06,6.56894e-15,4.45809e-05,2.63081e-06
5950,7.2,2.64287e-06,0.00450222,2.73194e-07,2.39043e-07,1.86986e-07,8.63099e-07,1.55144e-15,-0.00019418,-1.1459e-05
5960,7.2,2.64281e-06,0.00450221,2.9189e-07,1.83858e-07,1.90785e-07,9.8187e-07,-1.0653e-15,-0.000207012,-1.22162e-05
5970,7.2,2.64285e-06,0.00450222,2.58269e-07,1.52659e-07,2.40256e-07,8.19846e-07,5.73512e-15,-0.000104747,-6.18134e-06
5980,7.2,2.64291e-06,0.00450222,2.89253e-07,1.50496e-07,2.05477e-07,9.46501e-07,-2.05379e-15,-0.000110432,-6.51681e-06
5990,7.2,2.64288e-06,0.00450221,2.96316e-07,1.96239e-07,1.86484e-07,9.84545e-07,-6.17297e-16,3.51488e-05,2.07421e-06
6000,7.2,2.64285e-06,0.00450222,2.74281e-07,2.29232e-07,1.76286e-07,8.70756e-07,5.24809e-16,-0.00012977,-7.65801e-06
6010,7.2,2.64284e-06,0.00450222,2.70097e-07,2.01199e-07,2.06213e-07,8.90075e-07,2.14735e-16,-0.000244961,-1.44557e-05
6020,7.2,2.64283e-06,0.00450221,2.53308e-07,2.12965e-07,2.42007e-07,8.29025e-07,9.05274e-17,-0.000118979,-7.02119e-06
6030,7.2,2.64291e-06,0.00450222,2.97803e-07,1.61896e-07,1.72258e-07,1.00073e-06,-5.31991e-15,-7.70124e-05,-4.54467e-06
6040,7.2,2.64287e-06,0.00450221,2.75842e-07,1.74718e-07,2.20214e-07,9.22999e-07,-6.42067e-16,2.10484e-05,1.24211e-06
6050,7.2,2.64285e-06,0.00450222,2.49343e-07,1.98792e-07,2.2305e-07,7.82929e-07,1.31871e-17,-0.00012211,-7.20594e-06
6060,7.2,2.64284e-06,0.00450222,2.85654e-07,2.0081e-07,1.69246e-07,9.42339e-07,2.49396e-15,-0.000275786,-1.62747e-05
6070,7.2,2.64283e-06,0.00450221,2.47828e-07,2.1245e-07,2.01893e-07,7.88326e-07,-4.96475e-15,-9.17373e-05,-5.41361e-06
6080,7.2,2.6429e-06,0.00450222,2.76991e-07,1.53693e-07,1.79239e-07,9.28226e-07,6.03878e-15,-3.4263e-05,-2.02193e-06
6090,7.2,2.64289e-06,0.00450222,2.33558e-07,1.39812e-07,2.4531e-07,7.33402e-07,-9.3498e-15,-7.88863e-05,-4.65524e-06
6100,7.2,2.64283e-06,0.00450221,2.8696e-07,1.53451e-07,1.64164e-07,9.4677e-07,4.37561e-15,-6.36256e-05,-3.75468e-06
6110,7.2,2.64284e-06,0.00450222,2.69562e-07,2.04775e-07,1.71366e-07,8.81943e-07,3.94489e-15,-0.000250969,-1.48102e-05
6120,7.2,2.64286e-06,0.00450222,2.66675e-07,2.1271e-07,1.55214e-07,8.65138e-07,6.50389e-15,-0.000149985,-8.85091e-06
6130,7.2,2.64288e-06,0.00450222,2.44633e-07,1.87084e-07,2.10856e-07,7.95846e-07,-6.24942e-15,-9.59804e-06,-5.664e-07
6140,7.2,2.64291e-06,0.00450222,2.39718e-07,1.80341e-07,2.38573e-07,7.91894e-07,-5.12335e-16,-6.22041e-05,-3.67079e-06
6150,7.2,2.64283e-06,0.00450221,2.83199e-07,1.45549e-07,1.53561e-07,9.48793e-07,-2.25962e-15,-8.74529e-05,-5.16078e-06
6160,7.2,2.64285e-06,0.00450222,2.50356e-07,1.81977e-07,2.0351e-07,8.26335e-07,3.51613e-15,-0.000241532,-1.42533e-05
6170,7.2,2.64285e-06,0.00450222,2.46529e-07,1.9128e-07,1.90135e-07,7.91374e-07,-2.46919e-15,-0.000166543,-9.82807e-06
6180,7.2,2.64288e-06,0.00450222,2.56989e-07,1.91783e-07,1.60853e-07,8.32821e-07,-3.31458e-16,3.28151e-05,1.93649e-06
6190,7.2,2.6429e-06,0.00450222,2.33846e-07,1.7761e-07,2.01858e-07,7.63141e-07,-2.16767e-15,-8.24614e-05,-4.86622e-06
6200,7.2,2.64284e-06,0.00450221,2.52457e-07,1.34451e-07,1.80527e-07,8.34593e-07,1.62183e-15,-0.000142739,-8.42336e-06
6210,7.2,2.64282e-06,0.00450221,2.20652e-07,1.34278e-07,2.27947e-07,6.9136e-07,5.29068e-15,-0.00015045,-8.87837e-06
6220,7.2,2.64287e-06,0.00450222,2.73764e-07,1.57062e-07,1.40702e-07,9.09201e-07,-4.26441e-16,-0.000202178,-1.19309e-05
6230,7.2,2.64288e-06,0.00450222,2.48491e-07,2.07306e-07,1.45898e-07,7.99896e-07,1.3948e-15,-2.33111e-06,-1.37564e-07
6240,7.2,2.64288e-06,0.00450222,2.53547e-07,1.88669e-07,1.49014e-07,8.37665e-07,-3.66547e-15,-3.20222e-05,-1.8897e-06
6250,7.2,2.64286e-06,0.00450222,2.20652e-07,1.70946e-07,2.1564e-07,7.10205e-07,-3.23439e-16,-0.000158527,-9.35502e-06
6260,7.2,2.64281e-06,0.00450221,2.27276e-07,1.49425e-07,2.19951e-07,7.50348e-07,-8.09863e-15,-0.000164899,-9.73102e-06
6270,7.2,2.64288e-06,0.00450222,2.65713e-07,1.42755e-07,1.42432e-07,8.92869e-07,-1.19735e-15,-0.000188665,-1.11335e-05
6280,7.2,2.64288e-06,0.00450222,2.26614e-07,1.855e-07,1.79802e-07,7.28736e-07,3.20018e-15,-1.0702e-05,-6.31549e-07
6290,7.2,2.64289e-06,0.00450222,2.41591e-07,1.75271e-07,1.62239e-07,7.93032e-07,-1.75423e-15,-4.07905e-06,-2.40713e-07
6300,7.2,2.64286e-06,0.00450222,2.24904e-07,1.77206e-07,1.65299e-07,7.11443e-07,-1.77473e-15,-0.000207894,-1.22683e-05
6310,7.2,2.64282e-06,0.00450221,2.27991e-07,1.44941e-07,1.83372e-07,7.60833e-07,-1.50938e-16,-0.000155411,-9.17114e-06
6320,7.2,2.64286e-06,0.00450222,2.22604e-07,1.25049e-07,1.90589e-07,7.23436e-07,-7.80478e-15,-0.000124413,-7.3419e-06
6330,7.2,2.6429e-06,0.00450222,2.17225e-07,1.33759e-07,1.95079e-07,6.85274e-07,-9.61051e-15,-8.80028e-05,-5.19323e-06
6340,7.2,2.64286e-06,0.00450221,2.52488e-07,1.59884e-07,1.33641e-07,8.3987e-07,7.6615e-15,1.14958e-05,6.78394e-07
6350,7.2,2.64286e-06,0.00450222,2.33904e-07,2.0027e-07,1.21571e-07,7.50094e-07,-4.95762e-15,-0.00016756,-9.88808e-06
6360,7.2,2.64284e-06,0.00450221,2.35747e-07,1.63189e-07,1.48165e-07,7.83622e-07,-2.98134e-15,-0.000197262,-1.16408e-05
6370,7.2,2.64285e-06,0.00450222,1.99315e-07,1.52817e-07,2.18422e-07,6.41116e-07,2.73008e-15,-0.000114061,-6.73099e-06
6380,7.2,2.64291e-06,0.00450222,2.18711e-07,1.28481e-07,1.88827e-07,7.17005e-07,7.31882e-15,-7.84686e-05,-4.63059e-06
6390,7.2,2.64286e-06,0.00450221,2.4558e-07,1.46808e-07,1.36251e-07,8.26936e-07,-5.56173e-16,6.7405e-06,3.97771e-07
6400,7.2,2.64286e-06,0.00450222,2.09089e-07,1.81348e-07,1.58702e-07,6.60494e-07,-1.66602e-15,-0.000157671,-9.30448e-06
6410,7.2,2.64284e-06,0.00450222,2.30595e-07,1.58349e-07,1.40351e-07,7.63612e-07,-5.84204e-15,-0.000236318,-1.39456e-05
6420,7.2,2.64285e-06,0.00450222,1.98038e-07,1.58516e-07,1.74149e-07,6.20565e-07,4.17887e-15,-6.35986e-05,-3.75309e-06
6430,7.2,2.6429e-06,0.00450222,2.23425e-07,1.22264e-07,1.57517e-07,7.50855e-07,-2.83005e-15,-7.50165e-05,-4.42688e-06
6440,7.2,2.64288e-06,0.00450222,1.96911e-07,1.21992e-07,1.96453e-07,6.27973e-07,-3.25328e-15,-6.16077e-05,-3.6356e-06
6450,7.2,2.64283e-06,0.00450221,2.17719e-07,1.34085e-07,1.59801e-07,6.95551e-07,5.6544e-16,-9.61707e-05,-5.67523e-06
6460,7.2,2.64286e-06,0.00450222,2.29737e-07,1.63167e-07,1.2878e-07,7.57888e-07,-1.13459e-14,-0.000237192,-1.39972e-05
6470,7.2,2.64285e-06,0.00450222,2.23841e-07,1.85021e-07,1.0889e-07,7.27281e-07,3.39585e-15,-0.000103486,-6.10692e-06
6480,7.2,2.64289e-06,0.00450222,2.16602e-07,1.43354e-07,1.50032e-07,7.17133e-07,2.90953e-15,-4.23025e-05,-2.49636e-06
6490,7.2,2.64289e-06,0.00450222,1.81861e-07,1.34931e-07,2.16441e-07,5.87702e-07,6.38147e-15,-6.85826e-05,-4.0472e-06
6500,7.2,2.64283e-06,0.00450221,2.14886e-07,1.19503e-07,1.56225e-07,7.04072e-07,-8.2624e-15,-9.97414e-05,-5.88595e-06
6510,7.2,2.64286e-06,0.00450222,2.24312e-07,1.53548e-07,1.30249e-07,7.49263e-07,-1.18113e-15,-0.000237812,-1.40338e-05
6520,7.2,2.64285e-06,0.00450222,2.00468e-07,1.70114e-07,1.42678e-07,6.39466e-07,1.75905e-15,-0.000119095,-7.02803e-06
6530,7.2,2.64288e-06,0.00450222,2.12971e-07,1.44691e-07,1.28745e-07,6.98707e-07,-1.22533e-15,6.85717e-06,4.04656e-07
6540,7.2,2.64289e-06,0.00450222,1.84221e-07,1.3669e-07,1.7506e-07,5.88019e-07,1.8845e-15,-0.000115211,-6.79886e-06
6550,7.2,2.64284e-06,0.00450221,2.14874e-07,1.11442e-07,1.4065e-07,7.19093e-07,-2.2434e-15,-0.000115562,-6.81955e-06
6560,7.2,2.64284e-06,0.00450222,1.81161e-07,1.23e-07,1.90185e-07,5.67369e-07,-1.09039e-14,-0.000170637,-1.00697e-05
6570,7.2,2.64288e-06,0.00450222,2.14461e-07,1.32809e-07,1.359e-07,6.95453e-07,5.7157e-15,-0.000164239,-9.6921e-06
6580,7.2,2.64287e-06,0.00450222,2.09873e-07,1.66124e-07,1.19986e-07,6.82815e-07,-1.79985e-17,-2.37001e-06,-1.39859e-07
6590,7.2,2.64289e-06,0.00450222,2.14785e-07,1.64632e-07,1.06494e-07,7.11529e-07,-3.67616e-15,-7.93594e-05,-4.68316e-06
6600,7.2,2.64285e-06,0.00450221,1.98163e-07,1.28625e-07,1.56461e-07,6.516e-07,-1.76938e-15,-0.000139721,-8.24522e-06
6610,7.2,2.64283e-06,0.00450221,1.69641e-07,1.19247e-07,2.05452e-07,5.45744e-07,-6.14267e-16,-0.000165402,-9.7607e-06
6620,7.2,2.64288e-06,0.00450222,2.12154e-07,1.19339e-07,1.30803e-07,7.01126e-07,1.21178e-17,-0.000166035,-9.79808e-06
6630,7.2,2.64287e-06,0.00450222,2.0327e-07,1.5858e-07,1.22632e-07,6.65019e-07,1.47695e-15,-5.21655e-07,-3.0784e-08
6640,7.2,2.64289e-06,0.00450222,1.96502e-07,1.53172e-07,1.28902e-07,6.42509e-07,4.88474e-15,-5.5071e-05,-3.24985e-06
6650,7.2,2.64285e-06,0.00450222,1.90424e-07,1.33552e-07,1.32172e-07,6.11801e-07,2.55366e-16,-0.00019678,-1.16124e-05
6660,7.2,2.64283e-06,0.00450221,1.8293e-07,1.16818e-07,1.6264e-07,6.00805e-07,-1.00076e-14,-0.000125922,-7.43095e-06
6670,7.2,2.64287e-06,0.00450222,2.01454e-07,1.09297e-07,1.3986e-07,6.68921e-07,-2.9956e-16,-0.000141146,-8.32932e-06
6680,7.2,2.64289e-06,0.00450222,1.75534e-07,1.25209e-07,1.71906e-07,5.44593e-07,7.72245e-15,-6.04245e-05,-3.56577e-06
6690,7.2,2.64286e-06,0.00450221,2.04749e-07,1.31305e-07,1.26357e-07,6.71601e-07,4.59533e-15,-2.60795e-05,-1.53901e-06
6700,7.2,2.64287e-06,0.00450222,1.95043e-07,1.65127e-07,1.11518e-07,6.29454e-07,-4.48217e-15,-0.000180813,-1.06702e-05
6710,7.2,2.64283e-06,0.00450221,2.05585e-07,1.42054e-07,1.05563e-07,6.89648e-07,-8.36576e-15,-0.000156951,-9.26198e-06
6720,7.2,2.64287e-06,0.00450222,1.80759e-07,1.16581e-07,1.65861e-07,5.92501e-07,6.9257e-15,-0.000122677,-7.23941e-06
6730,7.2,2.64289e-06,0.00450222,1.64009e-07,1.10056e-07,1.84933e-07,5.21268e-07,5.24435e-15,-6.68903e-05,-3.94733e-06
6740,7.2,2.64286e-06,0.00450221,2.06299e-07,1.2355e-07,1.14578e-07,6.88218e-07,-2.99471e-15,-1.83973e-05,-1.08566e-06
6750,7.2,2.64286e-06,0.00450222,1.84772e-07,1.5779e-07,1.1685e-07,5.91702e-07,-1.58441e-15,-0.000181274,-1.06973e-05
6760,7.2,2.64283e-06,0.00450221,1.91229e-07,1.34718e-07,1.15806e-07,6.36453e-07,-1.66264e-15,-0.00019063,-1.12495e-05
6770,7.2,2.64286e-06,0.00450222,1.68153e-07,1.22454e-07,1.44585e-07,5.30516e-07,-6.40178e-15,-6.2509e-05,-3.68879e-06
6780,7.2,2.6429e-06,0.00450222,1.86532e-07,1.02894e-07,1.40091e-07,6.22867e-07,9.7839e-15,-9.5929e-05,-5.66097e-06
6790,7.2,2.64287e-06,0.00450221,1.85288e-07,1.11082e-07,1.45169e-07,6.09184e-07,-2.48398e-15,-4.97773e-05,-2.93746e-06
6800,7.2,2.64284e-06,0.00450221,1.74469e-07,1.25725e-07,1.48146e-07,5.44134e-07,-6.47057e-16,-0.000131441,-7.7566e-06
6810,7.2,2.64286e-06,0.00450222,1.89919e-07,1.30782e-07,1.23164e-07,6.24394e-07,-6.2496e-16,-0.000206008,-1.2157e-05
6820,7.2,2.64285e-06,0.00450222,1.84341e-07,1.56469e-07,1.08715e-07,5.98447e-07,2.50679e-15,-8.18925e-05,-4.83264e-06
6830,7.2,2.6429e-06,0.00450222,1.95836e-07,1.20795e-07,1.03078e-07,6.58394e-07,5.10553e-15,-7.0064e-05,-4.13463e-06
6840,7.2,2.64287e-06,0.00450222,1.64027e-07,1.07023e-07,1.71833e-07,5.3671e-07,5.60521e-15,-6.48291e-05,-3.8257e-06
6850,7.2,2.64284e-06,0.00450221,1.63531e-07,1.0707e-07,1.5905e-07,5.18324e-07,-9.6711e-16,-0.0001219,-7.19358e-06
6860,7.2,2.64286e-06,0.00450222,1.94629e-07,1.28769e-07,1.04643e-07,6.50057e-07,-8.99518e-15,-0.000218335,-1.28844e-05
6870,7.2,2.64285e-06,0.00450222,1.71391e-07,1.50069e-07,1.14093e-07,5.48629e-07,2.02528e-15,-8.51174e-05,-5.02295e-06
6880,7.2,2.64289e-06,0.00450222,1.81283e-07,1.18889e-07,1.07263e-07,6.04685e-07,-1.42438e-15,-2.81967e-05,-1.66394e-06
6890,7.2,2.64288e-06,0.00450222,1.52637e-07,1.09452e-07,1.53557e-07,4.81362e-07,-1.7562e-15,-0.000122946,-7.25529e-06
6900,7.2,2.64284e-06,0.00450221,1.87642e-07,9.59707e-08,1.17046e-07,6.29168e-07,-1.37609e-15,-0.000105043,-6.19878e-06
6910,7.2,2.64285e-06,0.00450222,1.7059e-07,1.14762e-07,1.43724e-07,5.52584e-07,4.0764e-15,-0.00018328,-1.08157e-05
6920,7.2,2.64287e-06,0.00450222,1.72714e-07,1.22754e-07,1.27622e-07,5.47101e-07,3.29373e-15,-0.000124233,-7.33123e-06
6930,7.2,2.64287e-06,0.00450222,1.73583e-07,1.30679e-07,1.20772e-07,5.65702e-07,-8.31355e-15,-2.24088e-05,-1.32239e-06
6940,7.2,2.64289e-06,0.00450222,1.76307e-07,1.40733e-07,1.09469e-07,5.81166e-07,1.03964e-15,-0.000103612,-6.11435e-06
6950,7.2,2.64284e-06,0.00450221,1.85404e-07,1.04442e-07,1.02865e-07,6.22101e-07,3.90889e-15,-0.000125657,-7.4153e-06
6960,7.2,2.64285e-06,0.00450222,1.48618e-07,1.01595e-07,1.6978e-07,4.81842e-07,2.15127e-15,-0.00016999,-1.00315e-05
6970,7.2,2.64287e-06,0.00450222,1.64896e-07,1.07271e-07,1.34334e-07,5.30271e-07,1.03287e-15,-0.000137696,-8.12575e-06
6980,7.2,2.64287e-06,0.00450222,1.78122e-07,1.3283e-07,9.90081e-08,5.88504e-07,3.14244e-15,-7.66142e-06,-4.52117e-07
6990,7.2,2.64288e-06,0.00450222,1.64063e-07,1.36109e-07,1.1074e-07,5.36863e-07,-3.61201e-15,-9.41416e-05,-5.55549e-06
7000,7.2,2.64285e-06,0.00450221,1.6658e-07,1.05872e-07,1.09032e-07,5.48624e-07,4.53991e-15,-0.000174217,-1.02809e-05
7010,7.2,2.64284e-06,0.00450221,1.4731e-07,9.57269e-08,1.50385e-07,4.71599e-07,1.17386e-14,-0.000117883,-6.95649e-06
7020,7.2,2.64288e-06,0.00450222,1.82695e-07,9.49081e-08,1.02613e-07,6.11723e-07,1.79005e-15,-0.000142853,-8.43006e-06
7030,7.2,2.64288e-06,0.00450222,1.59616e-07,1.18542e-07,1.31744e-07,5.07984e-07,-7.52803e-15,-4.33049e-05,-2.55551e-06
7040,7.2,2.64286e-06,0.00450222,1.67033e-07,1.16519e-07,1.15798e-07,5.38703e-07,5.24275e-15,-6.51438e-05,-3.84427e-06
7050,7.2,2.64286e-06,0.00450222,1.58281e-07,1.28504e-07,1.20254e-07,5.09613e-07,-4.54793e-15,-0.000173885,-1.02613e-05
7060,7.2,2.64283e-06,0.00450221,1.69381e-07,1.20868e-07,1.07412e-07,5.65914e-07,4.08799e-15,-0.00013515,-7.97548e-06
7070,7.2,2.64288e-06,0.00450222,1.73514e-07,9.38595e-08,1.07133e-07,5.82352e-07,3.95398e-15,-0.000126773,-7.48111e-06
7080,7.2,2.64288e-06,0.00450222,1.36833e-07,1.00746e-07,1.57887e-07,4.34712e-07,5.77914e-15,-5.64672e-05,-3.33225e-06
7090,7.2,2.64286e-06,0.00450221,1.64049e-07,1.07985e-07,1.14078e-07,5.37796e-07,1.02289e-15,-4.76027e-05,-2.80913e-06
7100,7.2,2.64286e-06,0.00450222,1.59692e-07,1.32201e-07,9.80892e-08,5.17507e-07,-4.17014e-15,-0.000188377,-1.11165e-05
7110,7.2,2.64284e-06,0.00450221,1.59653e-07,1.17757e-07,1.03757e-07,5.34191e-07,2.75004e-15,-0.000152275,-8.98607e-06
7120,7.2,2.64287e-06,0.00450222,1.48903e-07,9.46677e-08,1.19218e-07,4.80493e-07,5.73102e-16,-7.4218e-05,-4.37976e-06
7130,7.2,2.64289e-06,0.00450222,1.48663e-07,8.55304e-08,1.34451e-07,4.83027e-07,-4.16551e-15,-9.98589e-05,-5.89288e-06
7140,7.2,2.64286e-06,0.00450221,1.72235e-07,9.73983e-08,9.73997e-08,5.74676e-07,-2.69782e-15,-5.19609e-05,-3.06632e-06
7150,7.2,2.64285e-06,0.00450222,1.5243e-07,1.19849e-07,1.1315e-07,4.80308e-07,-1.69436e-15,-0.000155153,-9.15592e-06
7160,7.2,2.64286e-06,0.00450222,1.57298e-07,1.08961e-07,1.10981e-07,5.13287e-07,3.09807e-15,-0.000172543,-1.01821e-05
7170,7.2,2.64285e-06,0.00450222,1.4488e-07,1.21308e-07,1.22779e-07,4.64065e-07,-2.04916e-15,-7.76832e-05,-4.58425e-06
7180,7.2,2.6429e-06,0.00450222,1.62708e-07,1.00916e-07,9.92079e-08,5.46466e-07,-8.82285e-16,-8.56189e-05,-5.05255e-06
7190,7.2,2.64286e-06,0.00450221,1.59493e-07,8.91953e-08,1.12399e-07,5.36165e-07,-2.38454e-15,-6.5093e-05,-3.84128e-06
7200,7.2,2.64285e-06,0.00450222,1.30568e-07,1.01802e-07,1.38677e-07,4.08007e-07,7.29405e-15,-0.00014021,-8.2741e-06
7210,7.2,2.64286e-06,0.00450222,1.5821e-07,1.0736e-07,9.87382e-08,5.24105e-07,-3.07134e-15,-0.000194293,-1.14656e-05
7220,7.2,2.64286e-06,0.00450222,1.43231e-07,1.24979e-07,1.00553e-07,4.58291e-07,-2.13541e-15,-6.53506e-05,-3.85648e-06
7230,7.2,2.64289e-06,0.00450222,1.53858e-07,9.92932e-08,9.44393e-08,5.19124e-07,-1.89751e-15,-6.11061e-05,-3.606e-06
7240,7.2,2.64287e-06,0.00450222,1.31863e-07,8.48166e-08,1.28767e-07,4.17756e-07,-1.02734e-15,-0.000117833,-6.95357e-06
7250,7.2,2.64284e-06,0.00450221,1.50492e-07,8.05753e-08,1.11661e-07,4.93162e-07,1.08276e-15,-0.000107486,-6.34294e-06
7260,7.2,2.64286e-06,0.00450222,1.58867e-07,1.01296e-07,9.39128e-08,5.26059e-07,-5.75758e-15,-0.000182588,-1.07749e-05
7270,7.2,2.64287e-06,0.00450222,1.4699e-07,1.16385e-07,9.53492e-08,4.65578e-07,1.36629e-15,-9.48047e-05,-5.59462e-06
7280,7.2,2.64287e-06,0.00450222,1.44901e-07,1.01389e-07,1.08846e-07,4.73032e-07,8.58406e-16,-4.70121e-05,-2.77428e-06
7290,7.2,2.64288e-06,0.00450222,1.33416e-07,1.08593e-07,1.24897e-07,4.29596e-07,-4.39236e-15,-0.000113918,-6.72256e-06
7300,7.2,2.64284e-06,0.00450221,1.55832e-07,8.53799e-08,8.70531e-08,5.23417e-07,1.27647e-15,-0.000118045,-6.96606e-06
7310,7.2,2.64286e-06,0.00450222,1.4379e-07,8.92163e-08,1.13692e-07,4.81351e-07,-7.56117e-16,-0.000171236,-1.0105e-05
7320,7.2,2.64287e-06,0.00450222,1.28771e-07,1.00845e-07,1.17441e-07,4.04788e-07,3.82941e-15,-0.000112568,-6.64285e-06
7330,7.2,2.64287e-06,0.00450222,1.46786e-07,1.05384e-07,8.88591e-08,4.84343e-07,-1.51134e-15,-2.22434e-05,-1.31263e-06
7340,7.2,2.64288e-06,0.00450222,1.32043e-07,1.12299e-07,1.01691e-07,4.2665e-07,5.15026e-15,-0.000122143,-7.20794e-06
7350,7.2,2.64284e-06,0.00450221,1.444e-07,8.45738e-08,8.88932e-08,4.84515e-07,4.92733e-16,-0.000148798,-8.78091e-06
7360,7.2,2.64285e-06,0.00450222,1.19921e-07,7.67788e-08,1.30353e-07,3.76571e-07,-3.49065e-15,-0.000121836,-7.18978e-06
7370,7.2,2.64288e-06,0.00450222,1.49098e-07,7.96581e-08,9.07758e-08,4.91125e-07,1.45236e-15,-0.000134342,-7.92778e-06
7380,7.2,2.64287e-06,0.00450222,1.45928e-07,1.04833e-07,8.6082e-08,4.7658e-07,3.84421e-15,-3.85417e-05,-2.27443e-06
7390,7.2,2.64287e-06,0.00450222,1.41259e-07,1.0788e-07,8.41724e-08,4.54571e-07,-5.39725e-15,-9.71542e-05,-5.73327e-06
7400,7.2,2.64286e-06,0.00450222,1.31497e-07,9.44551e-08,1.08534e-07,4.25438e-07,2.56399e-15,-0.000159212,-9.39546e-06
7410,7.2,2.64284e-06,0.00450221,1.24558e-07,9.32203e-08,1.21949e-07,4.04959e-07,-5.25593e-15,-0.000124131,-7.3252e-06
7420,7.2,2.64288e-06,0.00450222,1.4844e-07,7.68663e-08,7.70677e-08,4.99242e-07,1.44256e-15,-0.000127614,-7.53077e-06
7430,7.2,2.64287e-06,0.00450222,1.28622e-07,9.15379e-08,1.09195e-07,4.23392e-07,-2.07714e-15,-4.919e-05,-2.90281e-06
7440,7.2,2.64287e-06,0.00450222,1.28492e-07,9.68262e-08,9.88793e-08,4.13332e-07,4.96582e-15,-7.61726e-05,-4.49511e-06
7450,7.2,2.64286e-06,0.00450222,1.31853e-07,1.0211e-07,8.58416e-08,4.27808e-07,4.37311e-15,-0.000185074,-1.09216e-05
7460,7.2,2.64284e-06,0.00450221,1.26676e-07,9.67187e-08,9.75694e-08,4.19173e-07,-3.08755e-15,-0.000121757,-7.18513e-06
7470,7.2,2.64287e-06,0.00450222,1.31622e-07,7.46734e-08,9.19045e-08,4.35319e-07,9.6793e-15,-9.22104e-05,-5.44153e-06
7480,7.2,2.64288e-06,0.00450222,1.15252e-07,7.16665e-08,1.21994e-07,3.62282e-07,2.80849e-16,-9.27505e-05,-5.4734e-06
7490,7.2,2.64286e-06,0.00450221,1.43643e-07,8.08876e-08,7.79121e-08,4.74759e-07,6.16762e-16,-6.39979e-05,-3.77665e-06
7500,7.2,2.64286e-06,0.00450222,1.35347e-07,1.06186e-07,7.43305e-08,4.35552e-07,2.42268e-15,-0.000167046,-9.85775e-06
7510,7.2,2.64285e-06,0.00450222,1.34223e-07,9.64585e-08,7.97514e-08,4.39183e-07,-1.14407e-16,-0.000142125,-8.38708e-06
