# Iteration    L2[rho]         L2[rhou]        L2[rhov]        L2[rhoE]        L2_total
# ----------------------------------------------------------------------------------------------------
   16130  2.224152310135e-09  1.535697051241e-09  2.220403652036e-09  7.023523941108e-09  7.846355833198e-09
   16140  2.506302515962e-09  1.577615684393e-09  1.810815322500e-09  8.228744249536e-09  8.930941025762e-09
   16150  2.681510238647e-09  1.706471283615e-09  1.401676303714e-09  8.974309871409e-09  9.623173880287e-09
   16160  2.383641548654e-09  1.709140813875e-09  1.852059982362e-09  7.731117363159e-09  8.473677549643e-09
   16170  2.288101318773e-09  1.595990510157e-09  2.014342219992e-09  7.342958533546e-09  8.109205137256e-09
   16180  2.392057420131e-09  1.734811237814e-09  1.815838861816e-09  7.802944813265e-09  8.539012077693e-09
   16190  2.644591042310e-09  1.653707306455e-09  1.354375810481e-09  8.890567065186e-09  9.518672502669e-09
   16200  2.356350771357e-09  1.533371998348e-09  1.902660686991e-09  7.665163873570e-09  8.383225724117e-09
   16210  2.241920312999e-09  1.477897116906e-09  2.064950603674e-09  7.084897367230e-09  7.853036245796e-09
   16220  2.507740252330e-09  1.648436620665e-09  1.617336749172e-09  8.197579308171e-09  8.878186140169e-09
   16230  2.552219126274e-09  1.768556683507e-09  1.351619855402e-09  8.414568995137e-09  9.070472028441e-09
   16240  2.364204541683e-09  1.523977646733e-09  1.727908189587e-09  7.726304722696e-09  8.401989190796e-09
   16250  2.086086042741e-09  1.439882958568e-09  2.145148418947e-09  6.579588837013e-09  7.370052165049e-09
   16260  2.438113368470e-09  1.505391829157e-09  1.610726664518e-09  8.052882801953e-09  8.697928671045e-09
   16270  2.509953179557e-09  1.674005401052e-09  1.361488066895e-09  8.368973654966e-09  8.999751598802e-09
   16280  2.263207579167e-09  1.615352862940e-09  1.744258278242e-09  7.348159524832e-09  8.047941274749e-09
   16290  2.147845536527e-09  1.520348540712e-09  1.935358156153e-09  6.875252242862e-09  7.611793791846e-09
   16300  2.299144267558e-09  1.613211176685e-09  1.699712498139e-09  7.543419525409e-09  8.226828998847e-09
   16310  2.515207359909e-09  1.533323337436e-09  1.301624857982e-09  8.445398290603e-09  9.038602108639e-09
   16320  2.195319491575e-09  1.466579930830e-09  1.858903286449e-09  7.067458690381e-09  7.770120856989e-09
   16330  2.178125875488e-09  1.420642862860e-09  1.885740683958e-09  6.924410208687e-09  7.633212504481e-09
   16340  2.370905323323e-09  1.613104682016e-09  1.501939459264e-09  7.741355215756e-09  8.390929715062e-09
   16350  2.423107984689e-09  1.637253103058e-09  1.275090031256e-09  8.024168571777e-09  8.635113542105e-09
   16360  2.186279966829e-09  1.407606371165e-09  1.741947127996e-09  7.115968536494e-09  7.773838421179e-09
   16370  1.988721823901e-09  1.355418458449e-09  2.028172068452e-09  6.287193894626e-09  7.030964563858e-09
   16380  2.355760917188e-09  1.460937679079e-09  1.439817626820e-09  7.813608060408e-09  8.414837735885e-09
   16390  2.349653535373e-09  1.633911063487e-09  1.311151955090e-09  7.802419719524e-09  8.413525422118e-09
   16400  2.149761808497e-09  1.508678724366e-09  1.654648531034e-09  6.996788644670e-09  7.654443181974e-09
   16410  2.007792809802e-09  1.441573763349e-09  1.876997419300e-09  6.400289422164e-09  7.113099948812e-09
   16420  2.230442204047e-09  1.489728390576e-09  1.559177634119e-09  7.364837502723e-09  7.991622453516e-09
   16430  2.373069710839e-09  1.446773932420e-09  1.283805068379e-09  7.939749522336e-09  8.509547143947e-09
   16440  2.065064488515e-09  1.406356122110e-09  1.775463789627e-09  6.593845662988e-09  7.271409848132e-09
   16450  2.098303869036e-09  1.370272274751e-09  1.735445854474e-09  6.703484001646e-09  7.364033901870e-09
   16460  2.239901858535e-09  1.558766747643e-09  1.403673920829e-09  7.314731602525e-09  7.932371209318e-09
   16470  2.300855561713e-09  1.500789857513e-09  1.215221072655e-09  7.652665480736e-09  8.221092246639e-09
   16480  2.012920599629e-09  1.313379972861e-09  1.755070951375e-09  6.510859383689e-09  7.158797402641e-09
   16490  1.924232212132e-09  1.286241684111e-09  1.877012739720e-09  6.116143052745e-09  6.803489541615e-09
   16500  2.255277915706e-09  1.435544884554e-09  1.306747330382e-09  7.495843995554e-09  8.064882725979e-09
   16510  2.208399703320e-09  1.574393859146e-09  1.252040527215e-09  7.314792608753e-09  7.901236717387e-09
   16520  2.031753647827e-09  1.398589728624e-09  1.591442705259e-09  6.618555378250e-09  7.240306712671e-09
   16530  1.883976099231e-09  1.357228987162e-09  1.819090033768e-09  5.988742786100e-09  6.675744540880e-09
   16540  2.171698143882e-09  1.379682329267e-09  1.405202057216e-09  7.207271537744e-09  7.780690971772e-09
   16550  2.224062294888e-09  1.387211988503e-09  1.278615439815e-09  7.399632960674e-09  7.953630340179e-09
   16560  1.960048376504e-09  1.343811773127e-09  1.669856125265e-09  6.233947279053e-09  6.877364166374e-09
   16570  1.999945390220e-09  1.324770707034e-09  1.617774785452e-09  6.404719711921e-09  7.027974732082e-09
   16580  2.124265963774e-09  1.481995139675e-09  1.312300948616e-09  6.958039655237e-09  7.539579902253e-09
   16590  2.177495377224e-09  1.374609655462e-09  1.179658710950e-09  7.261549899138e-09  7.794404366898e-09
   16600  1.855744908914e-09  1.237985170845e-09  1.745908256330e-09  5.957468636186e-09  6.596667692165e-09
   16610  1.876752374347e-09  1.233350217252e-09  1.710313798193e-09  6.008271465092e-09  6.638362111210e-09
   16620  2.140683176182e-09  1.416947758838e-09  1.206212241268e-09  7.114362326819e-09  7.658940181273e-09
   16630  2.087135055807e-09  1.491313130491e-09  1.191713667494e-09  6.914535404234e-09  7.470684635028e-09
   16640  1.904459110874e-09  1.293790992319e-09  1.555345428283e-09  6.188549787964e-09  6.783664755587e-09
   16650  1.788300981050e-09  1.269278553736e-09  1.742493903396e-09  5.688520456160e-09  6.340712769817e-09
   16660  2.108626861082e-09  1.293312106529e-09  1.258282469256e-09  7.019163401370e-09  7.547906535705e-09
   16670  2.077463155616e-09  1.342712978269e-09  1.262905516963e-09  6.863329062432e-09  7.403981865790e-09
   16680  1.868543460858e-09  1.274855654414e-09  1.562950050541e-09  5.944980485750e-09  6.549986064194e-09
   16690  1.888927634142e-09  1.279978591769e-09  1.528091304554e-09  6.049677887787e-09  6.643798490581e-09
   16700  2.026931483284e-09  1.387271534563e-09  1.218420682604e-09  6.676952447733e-09  7.217978698889e-09
   16710  2.048387589265e-09  1.269311755421e-09  1.171863339349e-09  6.833017452144e-09  7.339648168388e-09
   16720  1.724678371294e-09  1.177148068881e-09  1.701524360741e-09  5.495909432941e-09  6.120490070718e-09
   16730  1.829618004498e-09  1.194596602407e-09  1.549122095997e-09  5.900622708964e-09  6.480099590802e-09
   16740  2.021179706820e-09  1.392396723124e-09  1.127458883554e-09  6.707601957564e-09  7.230976669652e-09
   16750  1.980334066270e-09  1.388716899800e-09  1.137703221180e-09  6.575345428137e-09  7.097872481287e-09
   16760  1.770959346782e-09  1.199003266517e-09  1.538880239749e-09  5.720482022313e-09  6.298092790756e-09
   16770  1.723169742449e-09  1.183996158817e-09  1.637051053077e-09  5.504447028057e-09  6.111467426114e-09
   16780  2.032249864739e-09  1.233022288266e-09  1.136527134730e-09  6.771717149474e-09  7.266239092994e-09
   16790  1.941772737229e-09  1.300304647656e-09  1.226829431524e-09  6.369283136538e-09  6.894501553209e-09
   16800  1.778471502071e-09  1.200878282333e-09  1.470448211111e-09  5.672526977776e-09  6.240580885448e-09
   16810  1.775947879779e-09  1.230266891458e-09  1.457007377190e-09  5.684661655992e-09  6.253462731655e-09
   16820  1.944344979206e-09  1.285244773009e-09  1.118147755720e-09  6.447314607632e-09  6.946254499953e-09
   16830  1.913689612030e-09  1.188425875402e-09  1.183397457443e-09  6.370669444282e-09  6.860059963521e-09
   16840  1.623617509954e-09  1.126132101759e-09  1.622101956317e-09  5.146903695402e-09  5.746837368125e-09
   16850  1.771428627899e-09  1.165924302376e-09  1.408765581414e-09  5.746536090556e-09  6.285271383643e-09
   16860  1.907124381065e-09  1.351822651508e-09  1.061150877892e-09  6.322082690647e-09  6.823438914435e-09
   16870  1.879274770323e-09  1.276599026918e-09  1.096515158514e-09  6.253450390187e-09  6.743097657107e-09
   16880  1.640401023933e-09  1.115133487204e-09  1.527076427105e-09  5.255258028504e-09  5.821008295302e-09
   16890  1.680747891820e-09  1.108914794504e-09  1.505440698474e-09  5.401982859032e-09  5.958387030332e-09
   16900  1.940757776265e-09  1.194011562819e-09  1.045128924067e-09  6.461165319730e-09  6.930451364455e-09
   16910  1.821384272248e-09  1.249586885364e-09  1.174736648657e-09  5.942701549974e-09  6.447838083964e-09
   16920  1.681984647425e-09  1.126651146368e-09  1.399640119662e-09  5.374877417174e-09  5.911574652662e-09
   16930  1.672466161843e-09  1.171614775321e-09  1.392065598121e-09  5.359380301548e-09  5.901747884343e-09
   16940  1.868910165610e-09  1.188639293744e-09  1.017126522596e-09  6.232665607479e-09  6.692260867254e-09
   16950  1.778138997126e-09  1.129192151533e-09  1.196212164259e-09  5.894383475204e-09  6.372717889791e-09
   16960  1.548337689045e-09  1.080093415494e-09  1.519072126267e-09  4.902022221472e-09  5.468212996045e-09
   16970  1.698595168547e-09  1.142064605444e-09  1.295316718779e-09  5.528359566845e-09  6.035738729592e-09
   16980  1.806018863299e-09  1.290601127268e-09  1.000276925381e-09  5.991790279078e-09  6.467569874396e-09
   16990  1.776214700646e-09  1.166827182014e-09  1.073761755471e-09  5.911770057870e-09  6.373257711729e-09
   17000  1.524180585837e-09  1.041587259327e-09  1.502657057369e-09  4.841529593604e-09  5.395036377527e-09
   17010  1.647482415901e-09  1.049251791057e-09  1.360931587869e-09  5.328948108744e-09  5.836518685336e-09
   17020  1.838356559641e-09  1.166966977567e-09  9.761532600781e-10  6.104818477079e-09  6.554620552889e-09
   17030  1.715437628182e-09  1.185400899476e-09  1.118063400183e-09  5.585446412922e-09  6.065902978709e-09
   17040  1.577315732557e-09  1.056667979594e-09  1.350510017298e-09  5.037841777298e-09  5.550513419422e-09
   17050  1.586839067516e-09  1.104383414940e-09  1.320340041372e-09  5.106228927552e-09  5.617347473569e-09
   17060  1.792543138250e-09  1.107662777396e-09  9.285252116284e-10  6.001210944591e-09  6.427816083323e-09
   17070  1.649205723490e-09  1.084857151884e-09  1.193248751290e-09  5.433663755794e-09  5.902994066732e-09
   17080  1.488371500182e-09  1.035377517796e-09  1.408966443581e-09  4.724629212393e-09  5.253052822945e-09
   17090  1.614701593100e-09  1.116768765911e-09  1.207029748940e-09  5.259354823453e-09  5.742139643467e-09
   17100  1.719938332665e-09  1.210782792839e-09  9.396028553945e-10  5.723374296659e-09  6.169606932790e-09
   17110  1.667457482156e-09  1.068987734177e-09  1.070891830209e-09  5.535090385220e-09  5.975548854723e-09
   17120  1.431049769375e-09  9.779610027864e-10  1.453434572476e-09  4.515789985375e-09  5.050657621922e-09
   17130  1.610483230686e-09  1.006102804776e-09  1.220502428059e-09  5.238100704700e-09  5.703790341481e-09
   17140  1.732452272560e-09  1.141178760099e-09  9.181080942762e-10  5.733495858894e-09  6.166001709044e-09
   17150  1.619107218041e-09  1.108749336937e-09  1.067739749321e-09  5.276393274729e-09  5.729854050284e-09
   17160  1.468310987436e-09  9.925473131141e-10  1.317549923749e-09  4.675593878337e-09  5.170899654925e-09
   17170  1.521501317447e-09  1.033658432959e-09  1.233102464021e-09  4.929126638371e-09  5.403725300096e-09
   17180  1.709746336219e-09  1.046934956564e-09  8.641440003906e-10  5.734667774602e-09  6.136160418043e-09
   17190  1.534091280043e-09  1.047046745826e-09  1.166859711028e-09  5.019430700442e-09  5.477772273946e-09
   17200  1.431851881611e-09  9.906521406059e-10  1.306683154587e-09  4.565480582713e-09  5.057926975765e-09
   17210  1.527906945895e-09  1.083815100026e-09  1.137352224489e-09  4.974939815517e-09  5.436244205049e-09
   17220  1.645479275583e-09  1.120081139954e-09  8.776063469594e-10  5.497007978455e-09  5.911807965578e-09
   17230  1.554345856759e-09  9.879578070720e-10  1.081097423944e-09  5.131477292670e-09  5.558136604675e-09
   17240  1.362990552593e-09  9.239566781287e-10  1.377109579791e-09  4.288139094532e-09  4.795415193528e-09
   17250  1.561893551070e-09  9.768224574364e-10  1.097130930116e-09  5.100262799064e-09  5.532636846528e-09
   17260  1.630451049582e-09  1.107406054324e-09  8.643875917684e-10  5.380451128592e-09  5.794923558616e-09
   17270  1.526303697191e-09  1.025512207867e-09  1.030536269013e-09  4.983716833557e-09  5.411165931975e-09
   17280  1.362613911270e-09  9.332807925564e-10  1.290877260076e-09  4.321041931136e-09  4.802655221871e-09
   17290  1.472455679266e-09  9.670189151699e-10  1.129781116106e-09  4.806832450329e-09  5.242641975716e-09
   17300  1.619226635181e-09  1.004973027506e-09  8.248452824333e-10  5.430353899914e-09  5.813860928879e-09
   17310  1.436624952559e-09  1.007959397530e-09  1.120093839917e-09  4.673085702977e-09  5.115878575472e-09
   17320  1.370176038060e-09  9.464620920569e-10  1.221345944415e-09  4.384246119074e-09  4.846284434031e-09
   17330  1.447360656728e-09  1.039060702676e-09  1.076973708430e-09  4.715635366180e-09  5.154763747245e-09
   17340  1.576061611357e-09  1.028991767700e-09  8.189016223300e-10  5.281073234276e-09  5.665962286640e-09
   17350  1.442261544598e-09  9.238850905696e-10  1.090737019560e-09  4.724704580424e-09  5.142589099056e-09
   17360  1.314373273191e-09  8.786083609497e-10  1.281078675464e-09  4.139692724978e-09  4.612780959809e-09
   17370  1.500072413750e-09  9.562624359797e-10  9.956055085501e-10  4.908458550956e-09  5.314964794622e-09
   17380  1.537229511240e-09  1.060199156173e-09  8.140627826304e-10  5.068837375415e-09  5.462866223279e-09
   17390  1.432304831365e-09  9.434640178124e-10  1.009007291673e-09  4.681101905512e-09  5.086495084761e-09
   17400  1.268979477519e-09  8.775317196258e-10  1.258508748808e-09  4.011077902435e-09  4.478053264929e-09
   17410  1.431483185194e-09  9.112082348237e-10  1.018235559114e-09  4.705989380441e-09  5.105152716558e-09
   17420  1.523774725283e-09  9.757658387315e-10  8.002177282003e-10  5.099804327230e-09  5.470133542612e-09
   17430  1.355569642528e-09  9.623963365758e-10  1.062687328512e-09  4.396100749636e-09  4.818587129391e-09
   17440  1.300395385379e-09  9.034378886837e-10  1.155549050954e-09  4.164488753498e-09  4.602769640575e-09
   17450  1.379605351020e-09  9.823094859226e-10  1.015840967109e-09  4.508372760819e-09  4.921950900978e-09
   17460  1.505188633790e-09  9.471818011919e-10  7.725779650731e-10  5.048853462151e-09  5.408377222623e-09
   17470  1.338201223660e-09  8.736491995670e-10  1.086306990392e-09  4.343875459659e-09  4.754299351672e-09
   17480  1.275065349821e-09  8.402846091936e-10  1.178126084715e-09  4.032820644479e-09  4.470290068081e-09
   17490  1.428430173600e-09  9.379306794098e-10  9.138226050057e-10  4.675797179509e-09  5.061450161520e-09
   17500  1.453955281013e-09  9.991453302682e-10  7.685143688723e-10  4.803128366582e-09  5.174256834678e-09
   17510  1.335366011009e-09  8.690138122432e-10  1.001782970509e-09  4.358112921076e-09  4.747115412762e-09
   17520  1.194064725973e-09  8.255251722846e-10  1.210537632525e-09  3.771913137103e-09  4.219006097827e-09
   17530  1.389838765234e-09  8.695640519456e-10  9.107946848959e-10  4.594748781010e-09  4.962767045954e-09
   17540  1.428736315044e-09  9.511608131398e-10  7.776973759306e-10  4.764945694453e-09  5.124013566531e-09
   17550  1.285407720484e-09  9.090254278788e-10  1.005583159409e-09  4.168088331917e-09  4.567576826892e-09
   17560  1.225142217670e-09  8.608773095653e-10  1.106368941527e-09  3.916319784810e-09  4.336322876275e-09
   17570  1.326168980052e-09  9.176887166371e-10  9.464825870546e-10  4.355674618714e-09  4.740106266319e-09
   17580  1.428991005713e-09  8.805960023956e-10  7.452371512198e-10  4.787559014407e-09  5.127725064961e-09
   17590  1.247773269219e-09  8.324711183714e-10  1.060949956247e-09  4.013520351675e-09  4.414057851600e-09
   17600  1.235192240118e-09  8.074046015158e-10  1.080665183428e-09  3.927827295137e-09  4.332812776903e-09
   17610  1.353156477798e-09  9.152924639455e-10  8.468071254221e-10  4.428430317044e-09  4.795505200554e-09
   17620  1.378467564788e-09  9.285234030640e-10  7.294548411650e-10  4.569983435543e-09  4.917233114634e-09
   17630  1.237150378146e-09  8.053324823633e-10  1.002996968703e-09  4.021517351873e-09  4.399739332726e-09
   17640  1.139609145858e-09  7.790175900489e-10  1.143091342519e-09  3.609295703552e-09  4.029795367503e-09
   17650  1.341448694934e-09  8.412996797120e-10  8.180911820013e-10  4.451752353682e-09  4.795272875740e-09
   17660  1.339675533237e-09  9.232538242380e-10  7.505782936987e-10  4.450799421945e-09  4.797927826436e-09
   17670  1.219103354111e-09  8.501717767956e-10  9.570492398512e-10  3.957169761803e-09  4.334067467090e-09
   17680  1.150831915140e-09  8.170675166172e-10  1.066626001112e-09  3.668205141474e-09  4.072521750685e-09
   17690  1.283482055973e-09  8.521829030395e-10  8.673301137794e-10  4.238790618746e-09  4.592727873941e-09
   17700  1.347232668081e-09  8.303114183992e-10  7.343257084573e-10  4.499058255796e-09  4.825475349499e-09
   17710  1.172813376988e-09  7.952648933024e-10  1.016402845099e-09  3.745484252816e-09  4.131545049903e-09
   17720  1.188575051345e-09  7.787241968692e-10  9.965493632364e-10  3.797064993988e-09  4.174917391926e-09
   17730  1.280711183431e-09  8.834973687842e-10  7.892509917364e-10  4.194655196095e-09  4.542998797941e-09
   17740  1.306796684250e-09  8.554565112664e-10  6.994137818058e-10  4.347728923096e-09  4.672413706377e-09
   17750  1.142116814292e-09  7.525657843547e-10  1.003084850910e-09  3.690202706733e-09  4.061349690950e-09
   17760  1.101606801875e-09  7.398659935769e-10  1.059607558052e-09  3.507504653615e-09  3.896959880034e-09
   17770  1.284420526611e-09  8.223482333987e-10  7.443315672412e-10  4.270338136387e-09  4.595194227367e-09
   17780  1.260120456276e-09  8.864505054305e-10  7.189935114398e-10  4.175500750849e-09  4.508376232385e-09
   17790  1.151162203230e-09  7.901336104116e-10  9.212924419971e-10  3.736138432202e-09  4.093530956119e-09
   17800  1.084835725818e-09  7.709373570635e-10  1.026820616952e-09  3.452362287750e-09  3.839841000068e-09
   17810  1.245063077713e-09  7.930273263379e-10  7.836135398541e-10  4.130467348169e-09  4.455769866357e-09
   17820  1.262777378465e-09  7.932298797861e-10  7.294290603116e-10  4.196101009959e-09  4.512554796294e-09
   17830  1.110788026541e-09  7.579846066396e-10  9.606066473050e-10  3.534542470942e-09  3.901813208439e-09
   17840  1.133801356420e-09  7.527543435752e-10  9.281147360790e-10  3.631820679062e-09  3.987939696858e-09
   17850  1.215701163419e-09  8.409459919116e-10  7.359660423417e-10  3.993576547804e-09  4.321506582050e-09
   17860  1.235075355098e-09  7.872598343117e-10  6.815334629295e-10  4.117657062510e-09  4.423208871964e-09
   17870  1.056017521109e-09  7.092063528656e-10  9.922347166105e-10  3.387677482794e-09  3.752204034445e-09
   17880  1.072253564305e-09  7.087281127476e-10  9.688337420083e-10  3.437177824262e-09  3.795372637728e-09
   17890  1.220797374624e-09  8.068443949631e-10  6.871454179668e-10  4.058705687157e-09  4.368821899319e-09
   17900  1.190315771029e-09  8.388254566245e-10  6.866708028453e-10  3.942119898134e-09  4.258204535269e-09
   17910  1.079519308977e-09  7.329511537086e-10  8.983894819047e-10  3.493891955961e-09  3.836269541273e-09
   17920  1.032369555266e-09  7.234388472170e-10  9.783419376086e-10  3.289760465877e-09  3.656340730024e-09
   17930  1.204554043327e-09  7.451783422388e-10  7.046733400520e-10  4.007405741707e-09  4.308376318276e-09
   17940  1.180040384026e-09  7.638023526298e-10  7.200084663253e-10  3.897146983897e-09  4.205003703624e-09
   17950  1.056303253740e-09  7.187485191740e-10  9.032841629529e-10  3.360819302536e-09  3.707209821553e-09
   17960  1.073506379468e-09  7.271656344293e-10  8.735471251265e-10  3.441741551509e-09  3.780192494285e-09
   17970  1.159633249454e-09  7.898124270840e-10  6.826269834760e-10  3.828554541261e-09  4.134291041665e-09
   17980  1.161085827060e-09  7.290886629726e-10  6.766450944724e-10  3.870786445244e-09  4.161793707626e-09
   17990  9.837028112877e-10  6.731935494887e-10  9.645226076295e-10  3.134201052820e-09  3.489180545075e-09
   18000  1.043429054398e-09  6.847939399391e-10  8.808259155583e-10  3.367261825573e-09  3.697565878685e-09
   18010  1.155078391830e-09  7.886995827614e-10  6.412469474898e-10  3.835899871252e-09  4.132986643222e-09
   18020  1.127547087040e-09  7.823166959397e-10  6.578666331557e-10  3.738175556525e-09  4.036102927907e-09
   18030  1.005867826499e-09  6.809262180259e-10  8.843694768371e-10  3.237506264335e-09  3.569171722116e-09
   18040  9.942697091879e-10  6.774943107539e-10  9.167994885992e-10  3.181713670077e-09  3.522980836786e-09
   18050  1.157998896928e-09  7.099533334825e-10  6.387157592185e-10  3.856728661390e-09  4.138515309827e-09
   18060  1.103082368978e-09  7.359588516934e-10  7.013517212479e-10  3.620483932522e-09  3.918957040679e-09
   18070  1.003655788034e-09  6.780768955744e-10  8.520917601970e-10  3.198905971237e-09  3.525077729324e-09
   18080  1.012733170370e-09  6.992056234279e-10  8.284369831418e-10  3.248319874728e-09  3.571051220830e-09
   18090  1.110887643193e-09  7.351643129858e-10  6.277559632895e-10  3.688812259653e-09  3.971895184833e-09
   18100  1.085024407489e-09  6.828034200737e-10  6.803842472366e-10  3.608993451463e-09  3.889891377906e-09
   18110  9.269502124177e-10  6.422892516438e-10  9.200415062564e-10  2.939520239517e-09  3.280095698427e-09
   18120  1.009600913273e-09  6.661736996081e-10  8.030941000484e-10  3.275418679587e-09  3.582793471894e-09
   18130  1.092173853592e-09  7.631546466549e-10  6.018306666726e-10  3.623833921039e-09  3.907636265033e-09
   18140  1.067739404584e-09  7.216515166120e-10  6.361843982965e-10  3.543662410176e-09  3.824019117821e-09
   18150  9.346634700302e-10  6.346056173313e-10  8.720635104135e-10  2.986577454000e-09  3.310054341954e-09
   18160  9.668565461013e-10  6.366486119185e-10  8.435961311866e-10  3.112028548429e-09  3.425858892976e-09
   18170  1.104648719916e-09  6.852021726911e-10  5.882329035681e-10  3.677082248489e-09  3.944198603375e-09
   18180  1.034074533298e-09  7.048261864738e-10  6.750920324623e-10  3.378022296794e-09  3.665088536923e-09
   18190  9.489881138822e-10  6.379334733048e-10  8.109190066572e-10  3.028873609476e-09  3.337544386850e-09
   18200  9.569477298411e-10  6.670146390690e-10  7.868232363633e-10  3.074894362639e-09  3.381526819803e-09
   18210  1.065850147933e-09  6.830436202076e-10  5.742012680460e-10  3.557095631927e-09  3.819060297488e-09
   18220  1.009337240507e-09  6.472243921974e-10  6.843846993418e-10  3.342663051203e-09  3.616550811132e-09
   18230  8.834993132157e-10  6.143233238004e-10  8.641468363260e-10  2.798273092707e-09  3.120103562179e-09
   18240  9.690409878996e-10  6.502367607623e-10  7.387510267890e-10  3.153720402748e-09  3.442899031277e-09
   18250  1.035498063458e-09  7.280457514104e-10  5.655284890342e-10  3.437849401150e-09  3.706877099726e-09
   18260  1.007390076092e-09  6.624232332919e-10  6.240438782244e-10  3.341792834433e-09  3.607027781377e-09
   18270  8.712301766468e-10  5.937315910853e-10  8.535478562005e-10  2.763878407127e-09  3.078819094257e-09
   18280  9.439441497584e-10  6.034457663976e-10  7.648773846048e-10  3.056617791664e-09  3.344118282693e-09
   18290  1.046477035456e-09  6.665158235356e-10  5.497837803902e-10  3.476830788028e-09  3.732287778631e-09
   18300  9.727150410516e-10  6.679588427033e-10  6.462629044436e-10  3.170759619573e-09  3.444374525717e-09
   18310  8.912794802375e-10  6.001442398691e-10  7.800756450471e-10  2.843378074748e-09  3.138131467688e-09
   18320  9.100937521996e-10  6.307894300782e-10  7.426457029958e-10  2.936736463822e-09  3.225230168687e-09
   18330  1.020622996765e-09  6.383427623038e-10  5.279359323313e-10  3.417785837955e-09  3.661847780354e-09
   18340  9.377223438399e-10  6.191774132886e-10  6.807736500573e-10  3.086900742018e-09  3.354864053423e-09
   18350  8.480906836462e-10  5.876915387787e-10  8.046825070862e-10  2.691586399882e-09  2.992789741643e-09
   18360  9.234787811548e-10  6.338495216426e-10  6.869623245209e-10  3.008911685420e-09  3.283297891039e-09
   18370  9.858715491002e-10  6.843268515106e-10  5.303333743831e-10  3.280570246076e-09  3.533219576880e-09
   18380  9.449248534850e-10  6.091604161443e-10  6.213501422902e-10  3.125770630775e-09  3.379419687886e-09
   18390  8.194823680080e-10  5.580472607144e-10  8.233124776901e-10  2.585930741459e-09  2.889264496755e-09
   18400  9.195925671075e-10  5.785211931661e-10  6.884908971634e-10  2.993461515114e-09  3.258092819176e-09
   18410  9.869346604244e-10  6.487470443101e-10  5.179898210628e-10  3.270463230684e-09  3.515559123301e-09
   18420  9.167549546175e-10  6.257413519794e-10  6.199818064728e-10  2.988941098193e-09  3.248097630185e-09
   18430  8.322566643886e-10  5.653041976665e-10  7.569982864036e-10  2.648593725799e-09  2.932629386963e-09
   18440  8.732236451579e-10  5.928946732354e-10  6.918927771528e-10  2.835596627542e-09  3.103766659596e-09
   18450  9.725562302718e-10  6.033544221732e-10  4.939723592731e-10  3.261773329309e-09  3.491858548583e-09
   18460  8.735995886806e-10  5.946778614453e-10  6.658852740831e-10  2.856783681227e-09  3.117921455041e-09
   18470  8.148609950963e-10  5.617441081208e-10  7.488421595792e-10  2.595287506151e-09  2.876775400320e-09
   18480  8.767605679088e-10  6.139584155639e-10  6.444134391471e-10  2.857643418574e-09  3.118821671361e-09
   18490  9.416194888205e-10  6.355936376884e-10  4.961306734786e-10  3.142742607842e-09  3.378402474293e-09
   18500  8.810943815768e-10  5.642008408306e-10  6.243133959806e-10  2.899533579316e-09  3.145109233719e-09
   18510  7.801610737594e-10  5.273731575630e-10  7.803144309697e-10  2.456697075657e-09  2.744271284157e-09
   18520  8.900777268299e-10  5.606330164349e-10  6.205780047917e-10  2.908746247636e-09  3.154753481983e-09
   18530  9.295043179618e-10  6.274335806539e-10  4.893304420273e-10  3.073463332091e-09  3.308061715029e-09
   18540  8.632371456462e-10  5.807939112159e-10  5.996440774268e-10  2.817539149774e-09  3.062776488259e-09
   18550  7.755422648839e-10  5.329050535334e-10  7.369445951396e-10  2.459933916266e-09  2.734925192653e-09
   18560  8.442959253054e-10  5.568666967767e-10  6.343409127639e-10  2.761022868142e-09  3.008084406973e-09
   18570  9.210477241530e-10  5.774787978424e-10  4.723088097083e-10  3.087887040678e-09  3.307556901981e-09
   18580  8.186311943630e-10  5.700343109749e-10  6.409970379898e-10  2.661877938495e-09  2.914029428512e-09
   18590  7.796095527544e-10  5.365613431647e-10  7.011100627749e-10  2.490154201357e-09  2.754652863137e-09
   18600  8.330871878047e-10  5.885610091873e-10  6.065736078202e-10  2.718330041250e-09  2.966089695017e-09
   18610  8.996987432254e-10  5.867542998244e-10  4.652882172631e-10  3.009917899540e-09  3.229525866752e-09
   18620  8.184736663078e-10  5.276551297207e-10  6.264575940667e-10  2.674362769356e-09  2.914272536611e-09
   18630  7.505592644899e-10  5.013189086395e-10  7.279130801150e-10  2.366782655069e-09  2.635560176928e-09
   18640  8.545201560848e-10  5.472020661312e-10  5.636549922517e-10  2.799004924782e-09  3.030143613359e-09
   18650  8.765137847472e-10  5.999267617356e-10  4.628681176973e-10  2.896596147779e-09  3.119728300991e-09
   18660  8.097891217722e-10  5.366274785233e-10  5.865942688102e-10  2.643734394516e-09  2.877003972433e-09
   18670  7.252973407609e-10  5.023260649243e-10  7.142440653652e-10  2.294958631636e-09  2.560345174746e-09
   18680  8.192860195374e-10  5.259153485396e-10  5.736316975787e-10  2.696574314437e-09  2.923761770970e-09
   18690  8.674771547093e-10  5.579110106091e-10  4.579671350204e-10  2.902155342334e-09  3.113843418912e-09
   18700  7.720235521894e-10  5.428021794395e-10  6.106483476055e-10  2.501894821739e-09  2.742813095094e-09
