# Iteration    L2[rho]         L2[rhou]        L2[rhov]        L2[rhoE]        L2_total
# ----------------------------------------------------------------------------------------------------
    4570  5.777475604351e-07  4.127185522248e-07  4.154533678540e-07  1.868491315199e-06  2.041565610696e-06
    4580  5.859812522869e-07  3.166578429559e-07  4.032943862198e-07  1.881119655639e-06  2.035903666269e-06
    4590  5.598021252886e-07  2.965784942719e-07  4.535205353715e-07  1.787831437790e-06  1.950220333372e-06
    4600  6.213795616176e-07  3.618535229876e-07  3.738536528693e-07  2.074252127675e-06  2.226957335609e-06
    4610  5.286035415172e-07  4.519539361334e-07  4.197430807339e-07  1.660137831543e-06  1.848222372453e-06
    4620  5.604410926710e-07  4.344588318409e-07  3.757177844202e-07  1.887241558592e-06  2.050778693308e-06
    4630  4.851787583321e-07  4.886660429023e-07  4.664211141712e-07  1.601507948604e-06  1.804596712346e-06
    4640  6.002940400626e-07  3.887420106691e-07  3.660542168284e-07  2.064987224507e-06  2.215771019855e-06
    4650  5.621498358350e-07  3.539287458536e-07  4.573902507768e-07  1.870647452830e-06  2.037107196334e-06
    4660  5.195200643669e-07  4.006196485836e-07  4.843424279298e-07  1.642722802280e-06  1.833991001269e-06
    4670  6.078834979518e-07  3.795034507349e-07  3.863881438588e-07  1.987919544234e-06  2.148177164077e-06
    4680  5.556889606932e-07  4.380441393190e-07  3.492214501672e-07  1.725564647073e-06  1.897419790535e-06
    4690  5.588240846578e-07  3.386960642243e-07  3.904649991974e-07  1.838945061839e-06  1.990271649191e-06
    4700  5.131324875073e-07  2.888786235619e-07  4.506616648059e-07  1.618263944507e-06  1.780064588464e-06
    4710  5.634123744430e-07  2.951444894430e-07  3.676759649515e-07  1.832627067469e-06  1.974398986260e-06
    4720  5.537089942440e-07  3.754344695235e-07  3.883152684783e-07  1.848182585961e-06  2.003524971144e-06
    4730  5.111220874158e-07  4.466272845214e-07  3.456529938904e-07  1.639768747637e-06  1.808048466562e-06
    4740  4.991616942399e-07  4.107651487225e-07  3.952685603988e-07  1.679804723551e-06  1.842789067828e-06
    4750  4.713019628016e-07  4.378064195792e-07  4.712434158356e-07  1.584014007674e-06  1.773406533946e-06
    4760  5.724169925749e-07  3.263677947271e-07  3.328161346230e-07  1.935693597251e-06  2.071678892282e-06
    4770  5.315447800550e-07  3.489363409655e-07  4.375382919585e-07  1.768637132614e-06  1.929718499430e-06
    4780  5.024909811818e-07  3.885860121036e-07  4.177411686577e-07  1.567132303893e-06  1.741811590520e-06
    4790  5.710630856661e-07  3.683083961570e-07  3.367445437900e-07  1.861854585829e-06  2.010388894974e-06
    4800  4.968711310537e-07  3.907072872448e-07  3.832989644489e-07  1.548020180429e-06  1.715464275449e-06
    4810  5.369344997836e-07  2.864021216601e-07  3.613150323307e-07  1.775762910923e-06  1.911598101262e-06
    4820  4.537662370910e-07  2.740460448259e-07  4.712077980003e-07  1.412917444629e-06  1.580941974533e-06
    4830  5.572027204922e-07  3.049101816511e-07  3.000511838539e-07  1.842632595520e-06  1.971996624136e-06
    4840  4.959573560346e-07  3.937147913796e-07  3.682974531653e-07  1.635510997810e-06  1.792072619600e-06
    4850  5.039384942075e-07  4.219855485418e-07  2.993406901997e-07  1.665295171049e-06  1.815169045751e-06
    4860  4.459121801907e-07  3.891128382416e-07  4.156732774678e-07  1.470394476681e-06  1.638624625709e-06
    4870  4.679380208744e-07  3.731080318700e-07  4.593648061858e-07  1.589728683145e-06  1.759667271390e-06
    4880  5.458196303962e-07  2.942865920807e-07  3.111893069675e-07  1.823307162427e-06  1.950848907664e-06
    4890  4.971135747615e-07  3.595981212389e-07  3.987512172698e-07  1.631649872610e-06  1.788216025841e-06
    4900  4.954333036172e-07  3.677561704260e-07  3.742546084717e-07  1.574231521081e-06  1.731753490872e-06
    4910  5.223158274499e-07  3.614804147686e-07  3.105138768007e-07  1.677866346461e-06  1.820751564091e-06
    4920  4.631822432208e-07  3.347907757514e-07  3.957889969654e-07  1.482513137786e-06  1.637411612207e-06
    4930  5.018244626492e-07  2.525646921464e-07  3.566848823300e-07  1.651785228222e-06  1.780796243394e-06
    4940  4.283628164442e-07  2.674195518931e-07  4.395633071939e-07  1.332769046230e-06  1.491474824081e-06
    4950  5.295796568654e-07  3.134248084760e-07  2.728720573622e-07  1.770459850658e-06  1.894116407726e-06
    4960  4.563953700715e-07  4.030060169132e-07  3.182932668742e-07  1.478963787674e-06  1.630752915828e-06
    4970  4.855287079682e-07  3.806353301388e-07  2.871854992679e-07  1.637578894441e-06  1.773347548373e-06
    4980  4.041246558382e-07  3.619969534071e-07  4.334143628367e-07  1.313741755722e-06  1.485975754302e-06
    4990  4.543900565221e-07  3.069192375902e-07  4.268514102350e-07  1.535108574528e-06  1.685060890258e-06
    5000  5.175421824186e-07  2.803449158636e-07  2.971048596256e-07  1.728611091371e-06  1.850083994109e-06
    5010  4.581280596284e-07  3.703538218108e-07  3.420030831540e-07  1.467152922847e-06  1.617574443497e-06
    5020  4.840651603610e-07  3.409148076744e-07  3.299885276391e-07  1.577537797974e-06  1.716991531131e-06
    5030  4.604397795620e-07  3.375619869844e-07  3.158781728451e-07  1.446627375932e-06  1.586966499500e-06
    5040  4.462062758753e-07  2.717039065418e-07  3.729664420140e-07  1.463463244961e-06  1.598046210121e-06
    5050  4.481666151318e-07  2.350024858586e-07  3.743222323098e-07  1.457434018274e-06  1.587548592801e-06
    5060  4.259210965420e-07  2.694283724211e-07  3.690481472385e-07  1.337351030696e-06  1.476043611358e-06
    5070  4.846517828415e-07  3.188723047158e-07  2.684101254323e-07  1.625817081568e-06  1.746966535306e-06
    5080  4.353019401850e-07  3.975233910081e-07  2.594903109386e-07  1.409632705491e-06  1.549810379171e-06
    5090  4.535014591484e-07  3.351541459383e-07  2.887437570779e-07  1.535845241598e-06  1.661380582041e-06
    5100  3.735344568368e-07  3.205328676344e-07  4.427603723971e-07  1.218923666016e-06  1.387112454207e-06
    5110  4.338137772328e-07  2.567861084798e-07  3.758701312659e-07  1.439211773459e-06  1.570586636663e-06
    5120  4.839062778633e-07  2.866161716055e-07  2.783075553479e-07  1.620531835107e-06  1.737783829923e-06
    5130  4.223830464777e-07  3.636486615658e-07  2.922471686084e-07  1.326039557147e-06  1.467800089143e-06
    5140  4.629501126434e-07  3.038968741104e-07  2.800150430718e-07  1.525404487918e-06  1.646797921118e-06
    5150  4.002274757073e-07  2.944839762092e-07  3.336246324309e-07  1.239195006160e-06  1.376158603945e-06
    5160  4.313938963151e-07  2.237302539055e-07  3.230930681725e-07  1.430256248557e-06  1.544725861611e-06
    5170  3.877214331175e-07  2.309024494437e-07  3.818723888382e-07  1.239119589339e-06  1.372912134442e-06
    5180  4.222555308916e-07  2.690249633975e-07  2.913028277982e-07  1.350048822041e-06  1.469068862810e-06
    5190  4.276753494477e-07  3.228495641136e-07  2.616281066427e-07  1.425241816198e-06  1.544960046862e-06
    5200  4.181774693663e-07  3.687314700851e-07  2.207123185935e-07  1.379503391942e-06  1.504187099026e-06
    5210  4.116478599774e-07  2.893407111974e-07  2.934001470779e-07  1.378877333832e-06  1.496849476681e-06
    5220  3.484317230523e-07  2.727871766734e-07  4.298970149622e-07  1.147711485278e-06  1.303023639962e-06
    5230  4.132745558457e-07  2.343090057273e-07  3.164601945206e-07  1.351333939514e-06  1.466951614565e-06
    5240  4.420358168346e-07  2.974044708482e-07  2.467237012675e-07  1.469888752812e-06  1.582810984627e-06
    5250  3.936325829380e-07  3.342072017734e-07  2.651217670000e-07  1.241948849958e-06  1.370900274023e-06
    5260  4.268386890034e-07  2.699322707014e-07  2.413245293715e-07  1.397785451660e-06  1.505688013681e-06
    5270  3.581772702066e-07  2.475167830411e-07  3.365200657057e-07  1.122160850602e-06  1.249818484431e-06
    5280  4.107719466732e-07  2.020029855347e-07  2.789210318845e-07  1.365565718310e-06  1.467005613960e-06
    5290  3.434380039994e-07  2.359485796215e-07  3.631149082501e-07  1.073739022020e-06  1.207637908820e-06
    5300  4.095517857865e-07  2.647040735522e-07  2.411484963580e-07  1.336351783978e-06  1.442840808833e-06
    5310  3.807356472292e-07  3.247118813437e-07  2.437105890303e-07  1.248094723882e-06  1.366577012080e-06
    5320  4.028067284817e-07  3.238954544715e-07  2.098508594864e-07  1.355151740065e-06  1.465481200072e-06
    5330  3.716157597232e-07  2.555598320001e-07  3.044681692750e-07  1.225698840657e-06  1.341062121863e-06
    5340  3.318990003890e-07  2.365576983121e-07  3.942291344552e-07  1.089707281214e-06  1.228411600513e-06
    5350  3.999831649900e-07  2.298179513985e-07  2.665475999301e-07  1.308454961861e-06  1.412764960391e-06
    5360  3.981040136873e-07  3.039419294273e-07  2.177096723992e-07  1.294267085022e-06  1.404774818612e-06
    5370  3.784983561487e-07  2.932886127048e-07  2.477719794150e-07  1.226859786917e-06  1.340095185607e-06
    5380  3.806625518644e-07  2.445258214064e-07  2.367197207661e-07  1.223178225938e-06  1.325480310806e-06
    5390  3.416743727945e-07  2.072113978706e-07  3.138041857923e-07  1.101154130448e-06  1.212720671241e-06
    5400  3.802258472645e-07  1.985899324398e-07  2.693350185907e-07  1.261027667402e-06  1.358948779898e-06
    5410  3.279071621093e-07  2.422017792771e-07  3.176137543791e-07  1.013510183535e-06  1.137658207876e-06
    5420  3.841533239504e-07  2.579190852455e-07  2.261276699157e-07  1.271213634697e-06  1.371573497476e-06
    5430  3.506778528897e-07  3.188808180705e-07  2.226909439904e-07  1.137623575119e-06  1.252373182339e-06
    5440  3.839557253631e-07  2.757202687946e-07  2.067925036972e-07  1.303329554574e-06  1.401739894943e-06
    5450  3.373327408040e-07  2.313806168477e-07  3.197278217336e-07  1.107742174177e-06  1.223376055149e-06
    5460  3.202170168172e-07  2.135910000745e-07  3.479273491281e-07  1.031992773486e-06  1.155085528422e-06
    5470  3.893970064315e-07  2.328107808899e-07  2.315079733489e-07  1.286613455609e-06  1.383763351948e-06
    5480  3.582326846996e-07  3.036138869991e-07  2.020053199714e-07  1.134884007760e-06  1.244700730751e-06
    5490  3.684465792063e-07  2.538374764361e-07  2.221828140797e-07  1.220751710173e-06  1.319009585611e-06
    5500  3.350089754617e-07  2.185008785475e-07  2.576052273121e-07  1.055288838636e-06  1.157570142002e-06
    5510  3.450998924441e-07  1.815138059918e-07  2.701033375189e-07  1.135277633064e-06  1.230387058858e-06
    5520  3.455214610782e-07  2.065990442959e-07  2.802277159648e-07  1.135017476857e-06  1.236470982569e-06
    5530  3.295311486155e-07  2.451754318780e-07  2.630482667438e-07  1.028371955364e-06  1.138176190016e-06
    5540  3.505455229282e-07  2.563684414346e-07  2.271075902451e-07  1.164710313872e-06  1.263619766463e-06
    5550  3.362693813856e-07  3.041763506945e-07  2.128254816285e-07  1.104259397924e-06  1.212552618534e-06
    5560  3.638003905868e-07  2.349802454067e-07  2.053365858433e-07  1.230589672717e-06  1.320636398108e-06
    5570  3.102647130376e-07  2.112571998814e-07  3.299490847593e-07  1.022274942334e-06  1.137895536909e-06
    5580  3.173291817743e-07  2.054290985830e-07  2.992906362021e-07  1.008107121116e-06  1.117476521772e-06
    5590  3.730101661119e-07  2.426574538343e-07  2.025647542943e-07  1.234740817945e-06  1.328019800721e-06
    5600  3.284419399796e-07  2.874048401378e-07  2.033541596396e-07  1.032205041646e-06  1.138980163266e-06
    5610  3.525022855239e-07  2.178753796561e-07  1.977338180473e-07  1.171117119278e-06  1.257911567728e-06
    5620  3.005275217808e-07  1.913912124206e-07  2.770703248805e-07  9.425435605422e-07  1.045037662474e-06
    5630  3.494949249091e-07  1.741377488066e-07  2.231244367922e-07  1.162196278010e-06  1.246176296120e-06
    5640  3.128613203140e-07  2.184574377613e-07  2.793449796308e-07  1.011095802849e-06  1.116223184693e-06
    5650  3.270509540345e-07  2.413513344749e-07  2.211821090636e-07  1.045243599862e-06  1.143096015919e-06
    5660  3.146998943594e-07  2.573828367389e-07  2.282620443086e-07  1.037938276758e-06  1.137849451988e-06
    5670  3.276179615530e-07  2.733437281384e-07  2.123432104715e-07  1.098154281432e-06  1.197114358491e-06
    5680  3.429097988140e-07  2.012680264704e-07  2.073396468708e-07  1.149152120707e-06  1.233546218952e-06
    5690  2.875563830823e-07  1.977924996466e-07  3.212477062366e-07  9.420395581682e-07  1.054727056771e-06
    5700  3.170048347879e-07  2.050786753035e-07  2.543397222525e-07  1.012418801148e-06  1.110058490160e-06
    5710  3.445663072487e-07  2.504066319788e-07  1.787452852672e-07  1.127373381164e-06  1.218339049277e-06
    5720  3.091948545847e-07  2.565670112603e-07  2.093513247135e-07  9.932191054622e-07  1.091668565996e-06
    5730  3.254852942712e-07  1.909793506329e-07  1.952466794792e-07  1.069575497613e-06  1.150880880064e-06
    5740  2.850471371503e-07  1.681470908272e-07  2.747079049334e-07  9.071554497530e-07  1.003952567406e-06
    5750  3.429860495783e-07  1.778022122947e-07  1.953521871747e-07  1.146818708275e-06  1.225809399371e-06
    5760  2.902672489315e-07  2.304649874452e-07  2.550540372097e-07  9.197753176227e-07  1.023918152513e-06
    5770  3.151041607431e-07  2.309758390101e-07  2.034361522816e-07  1.030795539055e-06  1.120966628279e-06
    5780  2.863768854269e-07  2.530350391808e-07  2.308317064331e-07  9.323992055015e-07  1.033774640178e-06
    5790  3.197888709429e-07  2.325151767622e-07  2.087796225585e-07  1.083742527379e-06  1.172354479605e-06
    5800  3.223677077762e-07  1.803683352844e-07  2.153182920937e-07  1.075748019426e-06  1.157605046464e-06
    5810  2.691778624621e-07  1.949780989004e-07  2.945109218637e-07  8.630882957782e-07  9.706344678080e-07
    5820  3.146498711244e-07  2.046906054395e-07  2.176722231581e-07  1.023571131571e-06  1.111747203043e-06
    5830  3.083103444360e-07  2.504260412922e-07  1.734625839973e-07  9.879245839035e-07  1.078820060145e-06
    5840  2.995815117667e-07  2.196222855240e-07  2.051894020647e-07  9.925184025928e-07  1.079434342930e-06
    5850  2.909769551569e-07  1.706421407036e-07  2.174204950880e-07  9.396430665852e-07  1.021756865836e-06
    5860  2.844498215997e-07  1.538337566663e-07  2.480687371524e-07  9.209222380586e-07  1.007081125134e-06
    5870  3.229698094196e-07  1.859308995616e-07  1.896672064356e-07  1.081167562383e-06  1.159213847551e-06
    5880  2.792062453767e-07  2.350139330668e-07  2.143906742838e-07  8.771880820730e-07  9.739661024613e-07
    5890  2.943923410703e-07  2.154994456821e-07  2.021237000821e-07  9.734902170971e-07  1.059076982324e-06
    5900  2.671559127577e-07  2.376670189175e-07  2.361577826421e-07  8.658663760681e-07  9.661019475761e-07
    5910  3.095778180995e-07  1.920998166900e-07  1.934738826216e-07  1.047225725745e-06  1.125546369081e-06
    5920  2.997404457168e-07  1.722580930003e-07  2.227881852461e-07  1.003107119978e-06  1.084147432335e-06
    5930  2.554063895724e-07  1.973785217482e-07  2.591900771337e-07  8.013120942396e-07  9.019264233523e-07
    5940  3.048126482230e-07  2.038400088439e-07  1.894433489423e-07  1.006848343702e-06  1.088160773689e-06
    5950  2.731942400753e-07  2.390430269571e-07  1.869861708448e-07  8.630985980656e-07  9.548191868711e-07
    5960  2.918896760452e-07  1.838578883562e-07  1.907845997962e-07  9.818703812157e-07  1.058050809329e-06
    5970  2.582690431950e-07  1.526588297358e-07  2.402558828472e-07  8.198459137124e-07  9.054710533434e-07
    5980  2.892530192225e-07  1.504959822607e-07  2.054765815765e-07  9.465014097215e-07  1.021959829928e-06
    5990  2.963162873683e-07  1.962386872781e-07  1.864838677303e-07  9.845450305805e-07  1.063211227701e-06
    6000  2.742813455107e-07  2.292315093807e-07  1.762856427392e-07  8.707561649862e-07  9.576378585277e-07
    6010  2.700967085660e-07  2.011990527400e-07  2.062127872032e-07  8.900747510991e-07  9.737505157647e-07
    6020  2.533083682827e-07  2.129648529598e-07  2.420068723566e-07  8.290254881562e-07  9.248620136640e-07
    6030  2.978030873595e-07  1.618961018585e-07  1.722579589026e-07  1.000729438273e-06  1.070527552036e-06
    6040  2.758421392753e-07  1.747182868513e-07  2.202141783354e-07  9.229985485257e-07  1.003511818805e-06
    6050  2.493433774685e-07  1.987924218034e-07  2.230498526637e-07  7.829290090710e-07  8.743109383235e-07
    6060  2.856542681181e-07  2.008102099465e-07  1.692460850303e-07  9.423394841321e-07  1.019103057578e-06
    6070  2.478276882591e-07  2.124495459013e-07  2.018926638044e-07  7.883263089751e-07  8.767966638519e-07
    6080  2.769912200123e-07  1.536931600247e-07  1.792385914000e-07  9.282257206141e-07  9.970331912524e-07
    6090  2.335577220275e-07  1.398116283251e-07  2.453103604015e-07  7.334020923668e-07  8.198489512964e-07
    6100  2.869603212100e-07  1.534513833746e-07  1.641637674704e-07  9.467699084868e-07  1.014503107523e-06
    6110  2.695624032465e-07  2.047745671554e-07  1.713663259311e-07  8.819434223188e-07  9.600974588198e-07
    6120  2.666746222923e-07  2.127096400620e-07  1.552136136214e-07  8.651384506117e-07  9.428237108444e-07
    6130  2.446330174308e-07  1.870837021936e-07  2.108558766365e-07  7.958455729963e-07  8.790199096799e-07
    6140  2.397175467791e-07  1.803412839306e-07  2.385731269315e-07  7.918938791757e-07  8.797730012301e-07
    6150  2.831992694782e-07  1.455492815271e-07  1.535610708280e-07  9.487932837811e-07  1.012509811018e-06
    6160  2.503561347831e-07  1.819771982162e-07  2.035096314799e-07  8.263354193702e-07  9.055607601398e-07
    6170  2.465292075587e-07  1.912803705426e-07  1.901353689130e-07  7.913743625595e-07  8.716591481552e-07
    6180  2.569893105364e-07  1.917826578652e-07  1.608528117510e-07  8.328209165490e-07  9.068011908228e-07
    6190  2.338459566625e-07  1.776104658932e-07  2.018584762099e-07  7.631409781941e-07  8.422353626268e-07
    6200  2.524567192919e-07  1.344507125775e-07  1.805274955037e-07  8.345928720788e-07  9.005258619195e-07
    6210  2.206515369546e-07  1.342782842147e-07  2.279470277600e-07  6.913603076609e-07  7.724355512569e-07
    6220  2.737635821967e-07  1.570622017605e-07  1.407015136094e-07  9.092008076698e-07  9.726551592206e-07
    6230  2.484912483102e-07  2.073064352734e-07  1.458984914990e-07  7.998958339631e-07  8.751248902904e-07
    6240  2.535465650567e-07  1.886689989918e-07  1.490138879671e-07  8.376647330831e-07  9.076173178663e-07
    6250  2.206520187670e-07  1.709461912085e-07  2.156403533285e-07  7.102050245018e-07  7.929702721325e-07
    6260  2.272755413452e-07  1.494252896944e-07  2.199505036471e-07  7.503482269193e-07  8.278784781534e-07
    6270  2.657131692256e-07  1.427550250131e-07  1.424324716677e-07  8.928685794752e-07  9.531441625829e-07
    6280  2.266142328158e-07  1.854998112970e-07  1.798022604462e-07  7.287360692458e-07  8.056980215858e-07
    6290  2.415907999647e-07  1.752710681073e-07  1.622392162271e-07  7.930316383499e-07  8.627321743444e-07
    6300  2.249042895956e-07  1.772062637013e-07  1.652985306077e-07  7.114433499047e-07  7.845121055268e-07
    6310  2.279910813039e-07  1.449412414940e-07  1.833723267980e-07  7.608327615530e-07  8.279370736521e-07
    6320  2.226038343251e-07  1.250494567844e-07  1.905890992374e-07  7.234359086466e-07  7.904894384909e-07
    6330  2.172247247669e-07  1.337591052891e-07  1.950789386889e-07  6.852738286520e-07  7.567919739619e-07
    6340  2.524878063697e-07  1.598841984456e-07  1.336413865254e-07  8.398702256729e-07  9.014183631601e-07
    6350  2.339043302695e-07  2.002698049907e-07  1.215707456407e-07  7.500935226097e-07  8.199018047099e-07
    6360  2.357470585905e-07  1.631894487465e-07  1.481646143191e-07  7.836222735722e-07  8.474810277470e-07
    6370  1.993152571617e-07  1.528168090082e-07  2.184218834763e-07  6.411164235613e-07  7.223696675486e-07
    6380  2.187109196979e-07  1.284813450633e-07  1.888269307732e-07  7.170054305887e-07  7.836417036524e-07
    6390  2.455804915335e-07  1.468075274649e-07  1.362507434160e-07  8.269357300459e-07  8.855784520019e-07
    6400  2.090887170086e-07  1.813476506642e-07  1.587024850100e-07  6.604941577031e-07  7.335148758478e-07
    6410  2.305948148628e-07  1.583494078100e-07  1.403508343834e-07  7.636119542087e-07  8.252575821633e-07
    6420  1.980378863939e-07  1.585158808359e-07  1.741494945564e-07  6.205650560852e-07  6.926581582662e-07
    6430  2.234247813168e-07  1.222635470979e-07  1.575172050591e-07  7.508553857561e-07  8.083702666872e-07
    6440  1.969107868360e-07  1.219920337828e-07  1.964529325510e-07  6.279727344391e-07  6.975667883333e-07
    6450  2.177185367641e-07  1.340845308978e-07  1.598012653864e-07  6.955511436488e-07  7.580948888675e-07
    6460  2.297371021334e-07  1.631669521116e-07  1.287801350684e-07  7.578875133067e-07  8.187676082824e-07
    6470  2.238408330134e-07  1.850205674075e-07  1.088903593475e-07  7.272807916585e-07  7.906527614334e-07
    6480  2.166023750739e-07  1.433539916079e-07  1.500323522698e-07  7.171331775133e-07  7.773394733420e-07
    6490  1.818612178299e-07  1.349314350122e-07  2.164406195080e-07  5.877018081003e-07  6.659729361786e-07
    6500  2.148857698892e-07  1.195031631129e-07  1.562248206431e-07  7.040717332094e-07  7.619580698334e-07
    6510  2.243116718442e-07  1.535483794029e-07  1.302490794297e-07  7.492629307945e-07  8.076215655230e-07
    6520  2.004682337422e-07  1.701143891189e-07  1.426784306931e-07  6.394655034593e-07  7.059742791522e-07
    6530  2.129707461022e-07  1.446905174204e-07  1.287453666012e-07  6.987070029943e-07  7.556842793000e-07
    6540  1.842210801807e-07  1.366895746453e-07  1.750596133109e-07  5.880191187237e-07  6.550067162990e-07
    6550  2.148737153756e-07  1.114417455495e-07  1.406502613902e-07  7.190926019694e-07  7.716648511153e-07
    6560  1.811612530945e-07  1.229999886723e-07  1.901852697819e-07  5.673692802729e-07  6.372022707709e-07
    6570  2.144606866643e-07  1.328093651157e-07  1.358995475380e-07  6.954526520090e-07  7.521667313797e-07
    6580  2.098734982010e-07  1.661236940316e-07  1.199861135519e-07  6.828153756161e-07  7.431537334824e-07
    6590  2.147850672127e-07  1.646323576390e-07  1.064941437674e-07  7.115292963518e-07  7.686685765029e-07
    6600  1.981627411824e-07  1.286248198440e-07  1.564608679692e-07  6.516000032655e-07  7.105458350691e-07
    6610  1.696409697142e-07  1.192471597836e-07  2.054518677088e-07  5.457439673401e-07  6.189062057817e-07
    6620  2.121542662538e-07  1.193392463041e-07  1.308027154171e-07  7.011260990597e-07  7.536169090070e-07
    6630  2.032700308606e-07  1.585795522486e-07  1.226317810642e-07  6.650193806399e-07  7.237095482243e-07
    6640  1.965024343977e-07  1.531720799478e-07  1.289018090025e-07  6.425087142085e-07  7.010763275120e-07
    6650  1.904241473981e-07  1.335515008789e-07  1.321721215826e-07  6.118011136615e-07  6.677330542218e-07
    6660  1.829300657571e-07  1.168183715244e-07  1.626400371519e-07  6.008051937390e-07  6.591878361985e-07
    6670  2.014536110178e-07  1.092967015561e-07  1.398604835369e-07  6.689206750904e-07  7.207948049076e-07
    6680  1.755336594871e-07  1.252090772602e-07  1.719061452008e-07  5.445931884898e-07  6.104284088643e-07
    6690  2.047487530025e-07  1.313052145975e-07  1.263570938195e-07  6.716011645681e-07  7.253808314563e-07
    6700  1.950433377302e-07  1.651265794018e-07  1.115176372663e-07  6.294538477893e-07  6.884453651062e-07
    6710  2.055853792933e-07  1.420543416539e-07  1.055629575525e-07  6.896476440829e-07  7.410817735974e-07
    6720  1.807592029224e-07  1.165812085548e-07  1.658605963258e-07  5.925011046533e-07  6.517916569412e-07
    6730  1.640086452548e-07  1.100561044188e-07  1.849331665373e-07  5.212683521973e-07  5.873092481191e-07
    6740  2.062989177750e-07  1.235496087898e-07  1.145776399858e-07  6.882180334468e-07  7.379673749247e-07
    6750  1.847721983560e-07  1.577900396364e-07  1.168503674786e-07  5.917024981192e-07  6.502340475200e-07
    6760  1.912292052871e-07  1.347178858121e-07  1.158055621031e-07  6.364528176442e-07  6.878958024393e-07
    6770  1.681533212022e-07  1.224539591975e-07  1.445852846756e-07  5.305158315154e-07  5.878966436268e-07
    6780  1.865315527476e-07  1.028943952909e-07  1.400905290377e-07  6.228667748338e-07  6.730302016037e-07
    6790  1.852875735508e-07  1.110819580843e-07  1.451691953277e-07  6.091841335929e-07  6.624576139026e-07
    6800  1.744689924586e-07  1.257251237513e-07  1.481460162012e-07  5.441343535184e-07  6.035525435842e-07
    6810  1.899194981520e-07  1.307815631455e-07  1.231642634615e-07  6.243942546061e-07  6.769127373719e-07
    6820  1.843407305899e-07  1.564692602657e-07  1.087153351986e-07  5.984474043028e-07  6.545398797526e-07
    6830  1.958357690946e-07  1.207953835541e-07  1.030777606042e-07  6.583939039249e-07  7.050182484174e-07
    6840  1.640269606496e-07  1.070226808089e-07  1.718333911974e-07  5.367098185883e-07  5.966094549426e-07
    6850  1.635307601966e-07  1.070703930960e-07  1.590503783628e-07  5.183238540023e-07  5.763358561580e-07
    6860  1.946291044463e-07  1.287694489169e-07  1.046430067539e-07  6.500569129140e-07  6.985600963136e-07
    6870  1.713914074043e-07  1.500688287064e-07  1.140928407246e-07  5.486287720353e-07  6.049019537833e-07
    6880  1.812829516080e-07  1.188891123230e-07  1.072628975739e-07  6.046847385650e-07  6.512657612849e-07
    6890  1.526369410520e-07  1.094519869147e-07  1.535574302551e-07  4.813619745803e-07  5.390426775049e-07
    6900  1.876415076127e-07  9.597070501188e-08  1.170459046011e-07  6.291679642403e-07  6.737742816477e-07
    6910  1.705900480366e-07  1.147621470101e-07  1.437240320597e-07  5.525836931858e-07  6.068580148947e-07
    6920  1.727144493805e-07  1.227536707312e-07  1.276219867907e-07  5.471014810264e-07  6.004216408130e-07
    6930  1.735826554816e-07  1.306793405460e-07  1.207724161991e-07  5.657017592463e-07  6.179097711305e-07
    6940  1.763072363637e-07  1.407326874613e-07  1.094689515872e-07  5.811662071998e-07  6.329514536415e-07
    6950  1.854044307886e-07  1.044418899871e-07  1.028654600784e-07  6.221006546518e-07  6.654873693283e-07
    6960  1.486176172034e-07  1.015950982142e-07  1.697802115799e-07  4.818419476620e-07  5.416694036912e-07
    6970  1.648956891625e-07  1.072710380002e-07  1.343342000117e-07  5.302707718928e-07  5.813178413867e-07
    6980  1.781222973944e-07  1.328298852560e-07  9.900811326139e-08  5.885038109697e-07  6.367971994784e-07
    6990  1.640633167601e-07  1.361087396981e-07  1.107399609916e-07  5.368625977731e-07  5.881557181364e-07
    7000  1.665803657546e-07  1.058723219457e-07  1.090318601062e-07  5.486240953975e-07  5.931562284744e-07
    7010  1.473095850351e-07  9.572691184862e-08  1.503845867205e-07  4.715989476478e-07  5.252474148826e-07
    7020  1.826954979710e-07  9.490807507199e-08  1.026133192115e-07  6.117225025427e-07  6.535434959430e-07
    7030  1.596161744205e-07  1.185422937012e-07  1.317439396121e-07  5.079841105099e-07  5.611897367982e-07
    7040  1.670334507931e-07  1.165191938447e-07  1.157975132570e-07  5.387029447450e-07  5.874409101956e-07
    7050  1.582805225910e-07  1.285038565259e-07  1.202543393607e-07  5.096130669005e-07  5.619008356147e-07
    7060  1.693811718145e-07  1.208680756050e-07  1.074118067329e-07  5.659137913747e-07  6.124498253404e-07
    7070  1.735135990349e-07  9.385950819749e-08  1.071332603301e-07  5.823518619746e-07  6.241216251207e-07
    7080  1.368331616505e-07  1.007458396718e-07  1.578873721362e-07  4.347120554125e-07  4.927230781478e-07
    7090  1.640489863085e-07  1.079852227996e-07  1.140776910325e-07  5.377955089980e-07  5.837898657408e-07
    7100  1.596919933153e-07  1.322006202026e-07  9.808922065101e-08  5.175069605134e-07  5.660507804947e-07
    7110  1.596533068682e-07  1.177566338845e-07  1.037565085424e-07  5.341913047722e-07  5.792077057298e-07
    7120  1.489028451178e-07  9.466770734895e-08  1.192181230203e-07  4.804929545184e-07  5.255668104982e-07
    7130  1.486633143750e-07  8.553037482819e-08  1.344513525003e-07  4.830268517029e-07  5.299135134287e-07
    7140  1.722353742574e-07  9.739830821283e-08  9.739966978438e-08  5.746763072437e-07  6.155412320631e-07
